doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.1007/978-981-13-6528-7_19,Educational Policy and Implementation of Computational Thinking and Programming: Case Study of Singapore,2019,,core,0.9083333333333334,3,False,55.0,55.0,53.0,10.5,98.0,Computational thinking; Agency (philosophy); Curriculum; Mathematics education; Computer science,Educational Policy and Implementation of Computational Thinking and Programming: Case Study of Singapore
10.1017/9781108654555.002,The History of Computing Education Research,2019,,broad,0.5416666666666667,3,False,55.0,55.0,40.0,,52.0,Computer science,The History of Computing Education Research
10.1145/3362789.3362893,RoboSTEAM - A challenge based learning approach for integrating STEAM and develop Computational Thinking,2019,ACM International Conference Proceeding Series,core,1.0,3,False,55.0,55.0,44.0,,223.0,Computational thinking; Computer science; Curriculum; Context (archaeology); Work (physics),RoboSTEAM - A challenge based learning approach for integrating STEAM and develop Computational Thinking
10.1145/2538862.2538905,Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),broad,0.6333333333333333,3,False,55.0,55.0,22.0,,94.0,Computational thinking; Curriculum; Outreach; Computer science; Mathematics education,Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions
10.1007/s11528-023-00841-1,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review,2024,TechTrends,core,1.0,3,False,54.0,54.0,56.0,3.5,229.0,Robotics; Artificial intelligence; Educational robotics; Computational thinking; Computer science,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review
10.1080/0144929x.2022.2083981,Collaborative learning with block-based programming: investigating human-centered artificial intelligence in education,2022,BEHAVIOUR & INFORMATION TECHNOLOGY,broad,0.6666666666666667,2,False,54.0,54.0,41.0,1.0,213.0,Computer science; Artifact (error); Thematic analysis; Collaborative learning; Coding (social sciences),Collaborative learning with block-based programming: investigating human-centered artificial intelligence in education
10.1007/s11042-020-09202-z,RoboTIC: A serious game based on augmented reality for learning programming,2020,Multimedia Tools and Applications,broad,0.575,2,False,54.0,54.0,52.0,1.0,216.0,Computer science; Augmented reality; Human–computer interaction; Artificial intelligence; Multimedia,RoboTIC: A serious game based on augmented reality for learning programming
10.1016/j.ijcci.2017.11.003,"Playing Beowulf: Bridging computational thinking, arts and literature through game-making",2018,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,False,54.0,54.0,42.0,3.95,276.0,Computational thinking; Bridging (networking); Game design; Computer science; Club,"Playing Beowulf: Bridging computational thinking, arts and literature through game-making"
10.1007/s10639-021-10765-z,"Computational thinking learning experiences, outcomes, and research in preschool settings: a scoping review of literature",2022,Education and Information Technologies,core,1.0,3,False,53.0,53.0,54.0,,136.0,Scope (computer science); Psychological intervention; Psychology; Educational technology; Research design,"Computational thinking learning experiences, outcomes, and research in preschool settings: a scoping review of literature"
10.19173/irrodl.v22i4.5474,The Effects on Secondary School Students of Applying Experiential Learning to the Conversational AI Learning Curriculum,2022,International Review of Research in Open and Distributed Learning,broad,0.6333333333333333,3,False,53.0,53.0,40.0,1.0,147.0,Experiential learning; Curriculum; Mathematics education; Empirical research; Cooperative learning,The Effects on Secondary School Students of Applying Experiential Learning to the Conversational AI Learning Curriculum
10.3390/educsci12010039,Computational Thinking and Educational Technology: A Scoping Review of the Literature,2022,Education Sciences,broad,0.5416666666666667,3,False,53.0,53.0,48.0,1.0,274.0,Conceptualization; Systematic review; Scopus; Inclusion (mineral); Curriculum,Computational Thinking and Educational Technology: A Scoping Review of the Literature
10.1007/s10639-021-10515-1,Co-design of mini games for learning computational thinking in an online environment,2021,Education and Information Technologies,core,1.0,3,False,53.0,53.0,58.0,9.25,327.0,Computer science; Game design; Mathematics education; Computational thinking; Educational technology,Co-design of mini games for learning computational thinking in an online environment
10.1186/s40594-021-00311-1,"Comparing learners’ knowledge, behaviors, and attitudes between two instructional modes of computer programming in secondary education",2021,International Journal of STEM Education,core,1.0,3,False,53.0,53.0,55.0,1.0,216.0,Class (philosophy); Mathematics education; Active listening; Computer science; Computational thinking,"Comparing learners’ knowledge, behaviors, and attitudes between two instructional modes of computer programming in secondary education"
10.6018/red.410121,LearningML: A tool to foster computational thinking skills through practical artificial intelligence projects,2020,Revista de Educacion a Distancia,core,1.0,3,False,53.0,53.0,56.0,8.749999999999998,162.0,Humanities; Philosophy,LearningML: A tool to foster computational thinking skills through practical artificial intelligence projects
10.1016/j.chb.2018.12.010,Grouping matters in computational robotic activities,2019,Computers in Human Behavior,core,1.0,3,False,53.0,53.0,50.0,2.5,143.0,Robotics; Computational thinking; Artificial intelligence; Class (philosophy); Group (periodic table),Grouping matters in computational robotic activities
10.22460/infinity.v8i2.p109-116,PROBLEM SOLVING IN THE CONTEXT OF COMPUTATIONAL THINKING,2019,Infinity Journal,core,1.0,3,False,53.0,53.0,49.0,,343.0,Computational thinking; Respondent; Context (archaeology); Mathematics education; Computer science,PROBLEM SOLVING IN THE CONTEXT OF COMPUTATIONAL THINKING
10.1177/0022466918761120,Computer Programming With Pre-K Through First-Grade Students With Intellectual Disabilities,2018,JOURNAL OF SPECIAL EDUCATION,broad,0.5416666666666667,3,False,53.0,53.0,52.0,3.0,106.0,Curriculum; Mathematics education; Generalization; Computer science; Computational thinking,Computer Programming With Pre-K Through First-Grade Students With Intellectual Disabilities
10.1016/j.ijcci.2021.100329,The effects of scaffolded programming scripts on pre-service teachers’ computational thinking: Developing algorithmic thinking through programming robots,2022,International Journal of Child-Computer Interaction,core,0.8166666666666667,3,False,52.0,52.0,52.0,,231.0,Computational thinking; Debugging; Context (archaeology); Mathematics education; Scripting language,The effects of scaffolded programming scripts on pre-service teachers’ computational thinking: Developing algorithmic thinking through progr
10.3390/s22103746,Computational Thinking and Educational Robotics Integrated into Project-Based Learning,2022,Sensors,broad,0.5416666666666667,3,False,52.0,52.0,64.0,2.95,453.0,Computational thinking; Educational robotics; Robotics; Curriculum; Context (archaeology),Computational Thinking and Educational Robotics Integrated into Project-Based Learning
10.1007/s11423-021-10016-5,Promoting pupils’ computational thinking skills and self-efficacy: a problem-solving instructional approach,2021,Educational Technology Research and Development,core,1.0,3,False,52.0,52.0,55.0,0.5,257.0,Computational thinking; Mathematics education; Self-efficacy; Problem-based learning; Multimethodology,Promoting pupils’ computational thinking skills and self-efficacy: a problem-solving instructional approach
10.1177/0735633120988807,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students,2021,Journal of Educational Computing Research,broad,0.6333333333333333,3,False,52.0,52.0,51.0,3.0,141.0,Computational thinking; Mathematics education; Computer science; Robot; Decomposition,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students
10.1109/access.2020.3043278,Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Computer Programming,2020,IEEE Access,core,1.0,3,False,52.0,52.0,51.0,,230.0,Computer science; Computational thinking; Perception; Computer programming; Motivation to learn,Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Comp
10.3390/math8040611,Benefits and limitations of the artificial with respect to the traditional learning of mathematics,2020,Mathematics,broad,0.5416666666666667,3,False,52.0,52.0,48.0,,318.0,Mathematics education; Artificial intelligence; Computer science; Subject (documents); Mathematics,Benefits and limitations of the artificial with respect to the traditional learning of mathematics
10.1145/3025453.3025711,Teaching programming with gamified semantics,2017,Conference on Human Factors in Computing Systems - Proceedings,broad,0.5416666666666667,3,False,52.0,52.0,41.0,1.25,182.0,Computer science; JavaScript; Programming language; Computational thinking; Semantics (computer science),Teaching programming with gamified semantics
10.15388/infedu.2017.03,Exploring bebras tasks content and performance: A multinational study,2017,Informatics in Education,core,0.9083333333333334,3,False,52.0,52.0,51.0,6.0,115.0,Computer science; Abstraction; Computational thinking; Multinational corporation; Mathematics education,Exploring bebras tasks content and performance: A multinational study
10.1145/2513456.2513484,First year student performance in a test for computational thinking,2013,ACM International Conference Proceeding Series,broad,0.5416666666666667,3,False,52.0,52.0,39.0,0.25,129.0,Computational thinking; Test (biology); Mathematics education; Class (philosophy); Plan (archaeology),First year student performance in a test for computational thinking
10.1007/s11423-022-10161-5,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",2023,Educational Technology Research and Development,core,0.9083333333333334,3,False,51.0,51.0,55.0,5.35,274.0,Affordance; Computational thinking; Virtual reality; Computer science; Visualization,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking"
10.1016/j.tsc.2023.101369,A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning,2023,Thinking Skills and Creativity,broad,0.7583333333333333,2,False,51.0,51.0,53.0,,208.0,Psychology; Student engagement; Higher-order thinking; Critical thinking; Scale (ratio),A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning
10.1080/10494820.2021.1943687,Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy,2023,Interactive Learning Environments,core,1.0,3,False,51.0,51.0,48.0,,182.0,Computational thinking; Flowchart; Mathematics education; Computer science; Critical thinking,Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy
10.1016/j.ijcci.2021.100415,Teaching machine learning in elementary school,2022,International Journal of Child-Computer Interaction,broad,0.5416666666666667,3,False,51.0,51.0,48.0,2.0,216.0,Computational thinking; Mathematics education; Perspective (graphical); Field (mathematics); Constructionism,Teaching machine learning in elementary school
10.1007/s11423-021-10034-3,Integration of problem-based learning in elementary computer science education: effects on computational thinking and attitudes,2021,Educational Technology Research and Development,broad,0.6333333333333333,3,False,51.0,51.0,49.0,1.5,213.0,Curriculum; Mathematics education; Coding (social sciences); Computational thinking; Science education,Integration of problem-based learning in elementary computer science education: effects on computational thinking and attitudes
10.1080/08993408.2021.1877988,Developing a kindergarten computational thinking assessment using evidence-centered design: the case of algorithmic thinking,2021,Computer Science Education,broad,0.575,2,False,51.0,51.0,54.0,1.5,151.0,Operationalization; Computer science; Context (archaeology); Inclusion (mineral); Reliability (semiconductor),Developing a kindergarten computational thinking assessment using evidence-centered design: the case of algorithmic thinking
10.1007/s11528-019-00423-0,Hopscotch into Coding: Introducing Pre-Service Teachers Computational Thinking,2020,TechTrends,broad,0.7250000000000001,3,False,51.0,51.0,51.0,4.6,208.0,Orchestration; Transformative learning; Computational thinking; Computer science; Mathematics education,Hopscotch into Coding: Introducing Pre-Service Teachers Computational Thinking
10.1007/s10956-017-9725-x,Building Systems from Scratch: an Exploratory Study of Students Learning About Climate Change,2018,Journal of Science Education and Technology,broad,0.6666666666666667,2,False,51.0,51.0,41.0,1.75,132.0,Affordance; Science education; Computational thinking; Mathematics education; Computer science,Building Systems from Scratch: an Exploratory Study of Students Learning About Climate Change
10.1007/s11135-017-0509-4,"Building, coding and programming 3D models via a visual programming environment",2018,Quality and Quantity,broad,0.5416666666666667,3,False,51.0,51.0,35.0,5.25,144.0,Computational thinking; Coding (social sciences); Mathematics education; Computer science; Phenomenon,"Building, coding and programming 3D models via a visual programming environment"
10.1109/access.2018.2877417,Developing Computational Thinking Skills in Adolescents with Autism Spectrum Disorder Through Digital Game Programming,2018,IEEE Access,core,1.0,3,False,51.0,51.0,48.0,3.0,169.0,Autism spectrum disorder; Computational thinking; Context (archaeology); Social skills; Autism,Developing Computational Thinking Skills in Adolescents with Autism Spectrum Disorder Through Digital Game Programming
10.1016/j.compedu.2016.04.011,Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,2016,Computers and Education,broad,0.5416666666666667,3,False,51.0,51.0,46.0,13.35,201.0,Curriculum; Computational thinking; Transferability; Computer science; Inclusion (mineral),Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis
10.1145/2858796.2858801,New horizons in the assessment of computer science at school and beyond: Leveraging on the ViVA platform,2015,PROCEEDINGS OF THE 2015 ITICSE CONFERENCE ON WORKING GROUP REPORTS (ITICSE-WGP'15),broad,0.6333333333333333,3,False,51.0,51.0,18.0,,130.0,Computational thinking; Computer science; Crowdsourcing; Permission; Field (mathematics),New horizons in the assessment of computer science at school and beyond: Leveraging on the ViVA platform
10.1145/1539024.1509053,The present and future of computational thinking,2009,SIGCSE Bulletin Inroads,broad,0.6333333333333333,3,False,51.0,51.0,,,88.0,Computational thinking; Computer science; Management science; Engineering; Artificial intelligence,The present and future of computational thinking
10.1007/s10639-022-10921-z,Relationships between computational thinking and the quality of computer programs,2022,Education and Information Technologies,broad,0.6333333333333333,3,False,50.0,50.0,49.0,4.1,163.0,Computational thinking; Rubric; Computer science; Quality (philosophy); Mathematics education,Relationships between computational thinking and the quality of computer programs
10.1016/j.compedu.2022.104505,Unplugged or plugged-in programming learning: A comparative experimental study,2022,COMPUTERS & EDUCATION,broad,0.7250000000000001,3,False,50.0,50.0,50.0,1.75,167.0,Scratch; Computer science; Context (archaeology); Curriculum; Mathematics education,Unplugged or plugged-in programming learning: A comparative experimental study
10.1177/0735633120973432,Professional Development of Code and Robotics Teachers Through Small Private Online Course (SPOC): Teacher Centrality and Pedagogical Strategies for Developing Computational Thinking of Students,2021,Journal of Educational Computing Research,core,0.8166666666666667,3,False,50.0,50.0,42.0,,174.0,Experiential learning; Centrality; Mathematics education; Professional development; Teacher education,Professional Development of Code and Robotics Teachers Through Small Private Online Course (SPOC): Teacher Centrality and Pedagogical Strate
10.1007/s10639-018-9849-5,STEM teaching intention and computational thinking skills of pre-service teachers,2019,Education and Information Technologies,core,0.8500000000000001,2,False,50.0,50.0,43.0,,248.0,CHAID; Mathematics education; Psychology; Scale (ratio); The Internet,STEM teaching intention and computational thinking skills of pre-service teachers
10.1109/vs-games.2019.8864603,ARQuest: A tangible augmented reality approach to developing computational thinking skills,2019,2019 11TH INTERNATIONAL CONFERENCE ON VIRTUAL WORLDS AND GAMES FOR SERIOUS APPLICATIONS (VS-GAMES),core,1.0,3,False,50.0,50.0,51.0,,202.0,Computational thinking; Augmented reality; Computer science; Mixed reality; Multimedia,ARQuest: A tangible augmented reality approach to developing computational thinking skills
10.1186/s40594-019-0194-z,“I Broke Your Game!”: critique among middle schoolers designing computer games about climate change,2019,International Journal of STEM Education,broad,0.6333333333333333,3,False,50.0,50.0,35.0,3.0,123.0,Computational thinking; Science education; Mathematics education; Curriculum; Process (computing),“I Broke Your Game!”: critique among middle schoolers designing computer games about climate change
10.1145/3159450.3159593,Increasing student self-efficacy in computational thinking via STEM outreach programs,2018,SIGCSE'18: PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.7250000000000001,3,False,50.0,50.0,43.0,,185.0,Outreach; Computational thinking; Socioeconomic status; Psychological intervention; Variety (cybernetics),Increasing student self-efficacy in computational thinking via STEM outreach programs
10.1002/pra2.2016.14505301092,"Computational thinking is critical thinking: Connecting to university discourse, goals, and learning outcomes",2016,Proceedings of the Association for Information Science and Technology,core,0.9083333333333334,3,False,50.0,50.0,39.0,,247.0,Critical thinking; Mathematics education; Sociology; Pedagogy; Epistemology,"Computational thinking is critical thinking: Connecting to university discourse, goals, and learning outcomes"
10.1145/2978249.2978272,Abstraction and common classroom activities,2016,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,50.0,50.0,19.0,1.85,39.0,Abstraction; Computational thinking; Computer science; Mathematics education; Process (computing),Abstraction and common classroom activities
10.1109/fie.2013.6685067,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,2013,"Proceedings - Frontiers in Education Conference, FIE",core,0.9083333333333334,3,False,50.0,50.0,39.0,,136.0,Computational thinking; Leverage (statistics); Creative thinking; Creativity; Mathematics education,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses
10.1080/15391523.2020.1870250,Computational thinking in K-12 education. An insight through meta-analysis,2022,Journal of Research on Technology in Education,broad,0.5416666666666667,3,False,49.0,49.0,47.0,2.95,139.0,Psychological intervention; Meta-analysis; Computer science; Computational thinking; Critical thinking,Computational thinking in K-12 education. An insight through meta-analysis
10.1177/07356331211057143,Effect of Unplugged Programming Teaching Aids on Children’s Computational Thinking and Classroom Interaction: with Respect to Piaget’s Four Stages Theory,2022,Journal of Educational Computing Research,broad,0.6333333333333333,3,False,49.0,49.0,49.0,,176.0,Computational thinking; Imitation; Mathematics education; Perspective (graphical); Set (abstract data type),Effect of Unplugged Programming Teaching Aids on Children’s Computational Thinking and Classroom Interaction: with Respect to Piaget’s Four 
10.1016/j.chb.2021.106836,Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming contexts,2021,Computers in Human Behavior,core,0.8166666666666667,3,False,49.0,49.0,46.0,,163.0,Test (biology); Computational thinking; Item response theory; Reliability (semiconductor); Measure (data warehouse),Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming cont
10.1080/21532974.2019.1693940,An exploratory approach for investigating the integration of computational thinking and mathematics for preschool children,2020,Journal of Digital Learning in Teacher Education,core,0.9083333333333334,3,False,49.0,49.0,44.0,3.5500000000000003,229.0,Mathematics education; Computational thinking; Coding (social sciences); Exploratory research; Modularity (biology),An exploratory approach for investigating the integration of computational thinking and mathematics for preschool children
10.1111/bjet.12985,Fostering students' creativity via educational robotics: An investigation of teachers' pedagogical practices based on teacher interviews,2020,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,broad,0.575,2,False,49.0,49.0,46.0,,166.0,Creativity; Psychology; Expansive; Mathematics education; Metacognition,Fostering students' creativity via educational robotics: An investigation of teachers' pedagogical practices based on teacher interviews
10.1177/0735633119829191,Can Pair Learning Improve Students' Troubleshooting Performance in Robotics Education?,2020,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,core,0.8166666666666667,3,False,49.0,49.0,44.0,,85.0,Troubleshooting; Summative assessment; Computer science; Collaborative learning; Construct (python library),Can Pair Learning Improve Students' Troubleshooting Performance in Robotics Education?
10.1145/3657604.3662036,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study,2024,,core,0.8500000000000001,2,False,48.0,48.0,75.0,9.25,97.0,Field (mathematics); Mathematics education; Science education; Political science; Psychology,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study
10.1186/s40561-019-0108-z,A conceptual framework for teaching computational thinking in personalized OERs,2020,Smart Learning Environments,core,1.0,3,False,48.0,48.0,43.0,1.0,328.0,Computational thinking; Computer science; Realm; Personalized learning; Mathematics education,A conceptual framework for teaching computational thinking in personalized OERs
10.1080/17439884.2018.1563106,"Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement",2019,"Learning, Media and Technology",broad,0.6666666666666667,2,False,48.0,48.0,40.0,,164.0,Affect (linguistics); Transformative learning; Coding (social sciences); Context (archaeology); Psychology,"Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement"
10.1145/3059009.3059017,The solothurn project - Bringing computer science education to primary schools in Switzerland,2017,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",core,0.8166666666666667,3,False,48.0,48.0,20.0,,63.0,Computational thinking; Computer science; Scalability; Inclusion (mineral); Mathematics education,The solothurn project - Bringing computer science education to primary schools in Switzerland
10.1016/j.caeai.2024.100319,A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for primary school education,2024,Computers and Education: Artificial Intelligence,broad,0.5416666666666667,3,False,47.0,47.0,70.0,1.35,499.0,Literacy; Mathematics education; Critical literacy; Artificial intelligence; Computer science,A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for
10.1016/j.tsc.2022.101218,The impact of story-inspired programming on preschool children's computational thinking: A multi-group experiment,2023,Thinking Skills and Creativity,core,0.9083333333333334,3,False,47.0,47.0,52.0,0.5,219.0,Storytelling; Creativity; Computational thinking; Psychology; Early childhood education,The impact of story-inspired programming on preschool children's computational thinking: A multi-group experiment
10.3389/fcomp.2022.997222,Review on the teaching of programming and computational thinking in the world,2022,Frontiers in Computer Science,core,1.0,3,False,47.0,47.0,58.0,0.5,159.0,Computational thinking; Population; China; Scopus; Computer science,Review on the teaching of programming and computational thinking in the world
10.1002/tea.21674,Impact of computer modeling on learning and teaching systems thinking,2021,JOURNAL OF RESEARCH IN SCIENCE TEACHING,broad,0.7250000000000001,3,False,47.0,47.0,42.0,4.35,71.0,Curriculum; Mathematics education; Computer science; Class (philosophy); Teaching method,Impact of computer modeling on learning and teaching systems thinking
10.1080/15391523.2020.1713263,Informal STEM: learning with robotics and game design in an urban context,2020,Journal of Research on Technology in Education,core,1.0,3,False,47.0,47.0,46.0,,157.0,Robotics; Computational thinking; Agency (philosophy); Context (archaeology); Artificial intelligence,Informal STEM: learning with robotics and game design in an urban context
10.1177/0735633120932871,Designing a Programming Game to Improve Children’s Procedural Abstraction Skills in Scratch,2020,Journal of Educational Computing Research,broad,0.7583333333333333,2,False,47.0,47.0,37.0,,270.0,Computer science; Scratch; Debugging; Abstraction; Curriculum,Designing a Programming Game to Improve Children’s Procedural Abstraction Skills in Scratch
10.1007/978-3-319-55553-9_12,A scenario-based approach for designing educational robotics activities for co-creative problem solving,2017,Advances in Intelligent Systems and Computing,broad,0.6333333333333333,3,False,47.0,47.0,32.0,,102.0,Robotics; Creativity; Artificial intelligence; Computational thinking; Curriculum,A scenario-based approach for designing educational robotics activities for co-creative problem solving
10.1145/2538862.2538940,Integrating computational and creative thinking to improve learning and performance in CS1,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),broad,0.6666666666666667,2,False,47.0,47.0,42.0,,104.0,Computational thinking; Premise; Mathematics education; Leverage (statistics); Generativity,Integrating computational and creative thinking to improve learning and performance in CS1
10.1145/2462476.2462479,A nationwide exam as a tool for improving a new curriculum,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",broad,0.5416666666666667,3,False,47.0,47.0,44.0,5.0,75.0,Christian ministry; Curriculum; Computational thinking; Test (biology); Medical education,A nationwide exam as a tool for improving a new curriculum
10.4018/979-8-3693-1974-1.ch004,Computational thinking for innovative solutions and problem-solving techniques: Transforming conventional education to futuristic interdisciplinary higher education,2024,,core,0.8166666666666667,3,False,46.0,46.0,46.0,,20.0,Computer science; Management science; Cognitive science; Psychology; Engineering,Computational thinking for innovative solutions and problem-solving techniques: Transforming conventional education to futuristic interdisci
10.1016/j.compedu.2022.104664,"Offline and online user experience of gamified robotics for introducing computational thinking: Comparing engagement, game mechanics and coding motivation",2023,Computers and Education,broad,0.6333333333333333,3,False,46.0,46.0,39.0,0.75,221.0,Computational thinking; Coding (social sciences); Computer science; Curriculum; Robotics,"Offline and online user experience of gamified robotics for introducing computational thinking: Comparing engagement, game mechanics and cod"
10.1080/10494820.2019.1636070,Equitable approaches: opportunities for computational thinking with emphasis on creative production and connections to community,2020,Interactive Learning Environments,broad,0.5416666666666667,3,False,46.0,46.0,50.0,,136.0,Computational thinking; Perception; Work (physics); Computational model; Computer science,Equitable approaches: opportunities for computational thinking with emphasis on creative production and connections to community
10.1145/2676723.2677256,Scratch: A way to logo and python,2015,,broad,0.6333333333333333,3,False,46.0,46.0,36.0,3.0,132.0,Scratch; Computer science; Python (programming language); Transition (genetics); Mathematics education,Scratch: A way to logo and python
10.1111/bjet.13266,"Towards inclusiveness and sustainability of robot programming in early childhood: Child engagement, learning outcomes and teacher perception",2022,British Journal of Educational Technology,broad,0.6666666666666667,2,False,45.0,45.0,50.0,5.0,206.0,Affordance; Curriculum; Early childhood education; Early childhood; Psychology,"Towards inclusiveness and sustainability of robot programming in early childhood: Child engagement, learning outcomes and teacher perception"
10.3991/ijim.v16i10.30043,Computational Thinking (CT) Among University Students,2022,International Journal of Interactive Mobile Technologies,broad,0.5416666666666667,3,False,45.0,45.0,33.0,,99.0,Computational thinking; Scope (computer science); Computer science; Measure (data warehouse); Mathematics education,Computational Thinking (CT) Among University Students
10.1002/cae.22214,Developing computational thinking with a module of solved problems,2021,Computer Applications in Engineering Education,core,1.0,3,False,45.0,45.0,35.0,1.0,225.0,Abstraction; Computer science; Representation (politics); Comprehension; Computational thinking,Developing computational thinking with a module of solved problems
10.15388/infedu.2019.07,"Computational thinking self-efficacy scale: Development, validity and reliability",2019,Informatics in Education,broad,0.7583333333333333,2,False,45.0,45.0,47.0,,187.0,Cronbach's alpha; Exploratory factor analysis; Reliability (semiconductor); Scale (ratio); Psychology,"Computational thinking self-efficacy scale: Development, validity and reliability"
10.30935/cet.414798,Publication trends over 10 years of computational thinking research,2018,Contemporary Educational Technology,core,1.0,3,False,45.0,45.0,44.0,,173.0,Nonprobability sampling; Field (mathematics); Sampling (signal processing); Research design; Descriptive statistics,Publication trends over 10 years of computational thinking research
10.1177/0735633115612785,Gaming in Second Life via Scratch4SL: Engaging High School Students in Programming Courses,2016,Journal of Educational Computing Research,core,1.0,3,False,45.0,45.0,45.0,,161.0,Affordance; Constructionism; Computer science; Computational thinking; Mathematics education,Gaming in Second Life via Scratch4SL: Engaging High School Students in Programming Courses
10.1007/978-3-642-36617-8_4,Informatics for all high school students: A computational thinking approach,2013,Lecture Notes in Computer Science,broad,0.6333333333333333,3,False,45.0,45.0,32.0,,55.0,Informatics; Curriculum; Computer science; Computational thinking; Mathematics education,Informatics for all high school students: A computational thinking approach
10.1007/s10758-021-09585-4,A Comparison of Plugged and Unplugged Tools in Teaching Algorithms at the K-12 Level for Computational Thinking Skills,2023,"Technology, Knowledge and Learning",core,1.0,3,False,44.0,44.0,45.0,3.2,135.0,Computational thinking; Mathematics education; Group (periodic table); Test (biology); Control (management),A Comparison of Plugged and Unplugged Tools in Teaching Algorithms at the K-12 Level for Computational Thinking Skills
10.1177/07356331211037757,Toward a 5E-Based Flipped Classroom Model for Teaching Computational Thinking in Elementary School: Effects on Student Computational Thinking and Problem-Solving Performance,2022,Journal of Educational Computing Research,broad,0.7250000000000001,3,False,44.0,44.0,38.0,,292.0,Mathematics education; Computational thinking; Premise; Perception; Computer science,Toward a 5E-Based Flipped Classroom Model for Teaching Computational Thinking in Elementary School: Effects on Student Computational Thinkin
10.18178/ijiet.2020.10.8.1435,The influence of robots on students‟ computational thinking: A literature review,2020,International Journal of Information and Education Technology,core,1.0,3,False,44.0,44.0,42.0,,100.0,Computational thinking; Robot; Computer science; Coding (social sciences); Mathematics education,The influence of robots on students‟ computational thinking: A literature review
10.1145/3311927.3323152,Is My game ok Dr. scratch?: Exploring programming and computational thinking development via metrics in student-designed serious games for STEM,2019,PROCEEDINGS OF ACM INTERACTION DESIGN AND CHILDREN (IDC 2019),core,1.0,3,False,44.0,44.0,53.0,,187.0,Scratch; Computer science; Computational thinking; Curriculum; Abstraction,Is My game ok Dr. scratch?: Exploring programming and computational thinking development via metrics in student-designed serious games for S
10.15388/infedu.2019.19,The effect of unplugged coding activities on computational thinking skills of middle school students,2019,Informatics in Education,core,1.0,3,False,44.0,44.0,47.0,,295.0,Computational thinking; Mathematics education; Axial coding; Coding (social sciences); Creativity,The effect of unplugged coding activities on computational thinking skills of middle school students
10.17275/per.19.10.6.2,The effects of programming education planned with TPACK framework on learning outcomes,2019,Participatory Educational Research,core,0.8500000000000001,2,False,44.0,44.0,39.0,,250.0,Turkish; Mathematics education; Test (biology); Perception; Academic achievement,The effects of programming education planned with TPACK framework on learning outcomes
10.1145/3059009.3059012,Computing curriculum in middle schools - An experience report,2017,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",broad,0.7250000000000001,3,False,44.0,44.0,10.0,,46.0,Curriculum; Computer science; Mathematics education; Pedagogy; Sociology,Computing curriculum in middle schools - An experience report
