source,target,edge_source
10.1007/s10639-022-11325-9,10.1007/s11042-019-7229-9,openalex
10.1007/s10639-022-11325-9,10.1080/15391523.2021.1922105,openalex
10.1007/s10639-022-11325-9,10.1007/s10639-015-9412-6,openalex
10.1007/s10639-022-11325-9,10.1016/j.compedu.2020.104023,openalex
10.1007/s10639-022-11325-9,10.4018/ijgbl.2016010101,openalex
10.1007/s10639-022-11325-9,10.1145/1118178.1118215,openalex
10.1007/s10639-022-11325-9,10.1098/rsta.2008.0118,openalex
10.1007/s10639-022-11325-9,10.1016/j.compedu.2019.103607,openalex
10.1007/s10639-022-11342-8,10.1080/10494820.2019.1674879,openalex
10.1007/s10639-022-11342-8,10.1007/s10956-016-9663-z,openalex
10.1007/s10639-022-11342-8,10.1007/978-3-319-93566-9_2,openalex
10.1007/s10639-022-11342-8,10.1007/s10956-019-09798-4,openalex
10.1007/s10639-022-11342-8,10.1016/j.compedu.2020.103872,openalex
10.1007/s10639-022-11342-8,10.1007/s11858-019-01096-y,openalex
10.1007/s10639-022-11342-8,10.1002/tea.21545,openalex
10.1007/s10639-022-11342-8,10.1016/j.edurev.2017.09.003,openalex
10.1007/s10639-022-11342-8,10.1145/1118178.1118215,openalex
10.1007/s10639-022-11342-8,10.1007/s11528-016-0087-7,openalex
10.1007/s10639-022-11189-z,10.1145/3287324.3287405,openalex
10.1007/s10639-022-11189-z,10.1007/s10956-019-09799-3,openalex
10.1007/s10639-022-11189-z,10.15388/infedu.2017.03,openalex
10.1007/s10639-022-11189-z,10.1016/j.chb.2017.01.005,openalex
10.1007/s10639-022-11189-z,10.1007/s12528-021-09305-y,openalex
10.1007/s10639-022-11189-z,10.1145/1508865.1508959,openalex
10.1007/s10639-022-11189-z,10.1109/te.2018.2804350,openalex
10.1007/s10639-022-11189-z,10.1186/s41239-017-0080-z,openalex
10.1007/s10639-022-11189-z,10.1007/s10639-016-9482-0,openalex
10.1007/s10639-022-11189-z,10.1007/s10956-020-09836-6,openalex
10.1007/s10639-022-11189-z,10.1145/1118178.1118215,openalex
10.1007/s10639-022-11189-z,10.1098/rsta.2008.0118,openalex
10.1007/s10643-022-01319-0,10.1145/1539024.1508959,openalex
10.1007/s10643-022-01319-0,10.1080/15391523.2020.1870250,openalex
10.1007/s10643-022-01319-0,10.1145/1118178.1118215,openalex
10.1007/s10643-022-01319-0,10.1098/rsta.2008.0118,openalex
10.1109/tg.2022.3143701,10.1016/j.chb.2019.01.008,openalex
10.1109/tg.2022.3143701,10.1002/cae.22369,openalex
10.1109/tg.2022.3143701,10.1145/1118178.1118215,openalex
10.1109/tg.2022.3143701,10.1007/s10639-020-10355-5,openalex
10.1109/tg.2022.3143701,10.1109/access.2020.2987254,openalex
10.1109/tg.2022.3143701,10.1109/access.2020.3043278,openalex
10.1109/tg.2022.3143701,10.1016/j.tsc.2020.100726,openalex
10.1109/tg.2022.3143701,10.1016/j.compedu.2016.03.003,openalex
10.1109/tg.2022.3143701,10.15388/infedu.2020.30,openalex
10.1109/tg.2022.3143701,10.1016/j.compedu.2020.104023,openalex
10.1109/tg.2022.3143701,10.1177/0735633120965919,openalex
10.1109/tg.2022.3143701,10.1109/tlt.2021.3111108,openalex
10.1109/tg.2022.3143701,10.1111/jcal.12495,openalex
10.1109/tg.2022.3143701,10.1145/3290607.3312871,openalex
10.1109/tg.2022.3143701,10.1016/j.compedu.2019.103607,openalex
10.1109/tg.2022.3143701,10.1016/j.chb.2017.01.005,openalex
10.1007/s10758-021-09565-8,10.1016/j.chb.2019.03.018,openalex
10.1007/s10758-021-09565-8,10.3102/0034654317710096,openalex
10.1007/s10758-021-09565-8,10.1016/j.compedu.2017.03.001,openalex
10.1007/s10758-021-09565-8,10.1007/s10758-018-9391-y,openalex
10.1007/s10758-021-09565-8,10.1016/j.chb.2017.12.005,openalex
10.1007/s10758-021-09565-8,10.3102/0013189x12463051,openalex
10.1007/s10758-021-09565-8,10.1016/j.procs.2012.04.056,openalex
10.1007/s10758-021-09565-8,10.1145/2591708.2591724,openalex
10.1007/s10758-021-09565-8,10.1016/j.compedu.2020.103872,openalex
10.1007/s10758-021-09565-8,10.1016/j.chb.2017.01.005,openalex
10.1007/s10758-021-09565-8,10.1007/978-3-319-52691-1_19,openalex
10.1007/s10758-021-09565-8,10.1145/2684721.2684736,openalex
10.1007/s10758-021-09565-8,10.1145/1929887.1929902,openalex
10.1007/s10758-021-09565-8,10.1016/j.chb.2014.09.012,openalex
10.1007/s10758-021-09565-8,10.1016/j.chb.2016.08.047,openalex
10.1007/s10758-021-09565-8,10.1007/s40299-019-00480-2,openalex
10.1007/s10758-021-09565-8,10.1016/j.edurev.2017.09.003,openalex
10.1007/s10758-021-09565-8,10.1145/1118178.1118215,openalex
10.1007/s10758-021-09565-8,10.1016/j.compedu.2017.09.004,openalex
10.1007/s10758-021-09565-8,10.1016/j.compedu.2019.103607,openalex
10.1108/ils-03-2022-0051,10.3102/0013189x12463051,openalex
10.1108/ils-03-2022-0051,10.1145/3287324.3287333,openalex
10.1108/ils-03-2022-0051,10.1007/s11251-018-9453-5,openalex
10.1108/ils-03-2022-0051,10.1145/3287324.3287396,openalex
10.1108/ils-03-2022-0051,10.1016/j.sbspro.2010.12.256,openalex
10.1108/ils-03-2022-0051,10.1108/ils-05-2018-0035,openalex
10.1108/ils-03-2022-0051,10.1007/s10956-015-9581-5,openalex
10.3390/jintelligence11020036,10.1007/s11423-021-10061-0,openalex
10.3390/jintelligence11020036,10.1186/s41239-021-00311-9,openalex
10.3390/jintelligence11020036,10.2190/ec.51.2.c,openalex
10.3390/jintelligence11020036,10.1177/0735633119872908,openalex
10.3390/jintelligence11020036,10.1007/s10798-020-09562-5,openalex
10.3390/jintelligence11020036,10.1111/jcal.12155,openalex
10.3390/jintelligence11020036,10.1007/s10956-016-9663-z,openalex
10.3390/jintelligence11020036,10.1007/s40692-021-00190-z,openalex
10.3390/jintelligence11020036,10.17275/per.19.2.6.1,openalex
10.3390/jintelligence11020036,10.1016/j.chb.2017.01.005,openalex
10.3390/jintelligence11020036,10.1080/10494820.2019.1580750,openalex
10.3390/jintelligence11020036,10.1007/s10956-016-9628-2,openalex
10.3390/jintelligence11020036,10.1080/10494820.2021.1983610,openalex
10.3390/jintelligence11020036,10.1016/j.compedu.2019.103759,openalex
10.3390/jintelligence11020036,10.1111/bjet.12355,openalex
10.3390/jintelligence11020036,10.1080/10494820.2019.1612448,openalex
10.3390/jintelligence11020036,10.1111/jcal.12493,openalex
10.3390/jintelligence11020036,10.1080/15391523.2020.1784066,openalex
10.3390/jintelligence11020036,10.1007/978-981-13-6528-7,openalex
10.3390/jintelligence11020036,10.1016/j.compedu.2019.103798,openalex
10.3390/jintelligence11020036,10.1177/0735633117743918,openalex
10.3390/jintelligence11020036,10.1007/s10956-019-09801-y,openalex
10.3390/jintelligence11020036,10.1007/s10956-015-9581-5,openalex
10.3390/jintelligence11020036,10.1145/1118178.1118215,openalex
10.3390/jintelligence11020036,10.1080/10494820.2018.1534245,openalex
10.3390/jintelligence11020036,10.1007/s10956-019-09794-8,openalex
10.3390/jintelligence11020036,10.1016/j.compedu.2019.103607,openalex
10.3390/jintelligence11020036,10.1016/j.compedu.2022.104445,openalex
10.3390/jintelligence11020036,10.1177/0735633119829191,openalex
10.3390/su15031983,10.1007/s10956-019-09796-6,openalex
10.3390/su15031983,10.1016/j.compedu.2019.103798,openalex
10.3390/su15031983,10.1145/1118178.1118215,openalex
10.3390/su15031983,10.1007/s10758-017-9328-x,openalex
10.3390/su15031983,10.1504/ijtel.2020.106282,openalex
10.3390/su15031983,10.1016/j.compedu.2019.103607,openalex
10.3390/su15031983,10.1016/j.chb.2015.05.047,openalex
10.3390/su15031983,10.1007/s10956-019-09799-3,openalex
10.3390/su15031983,10.1016/j.chb.2017.01.005,openalex
10.3390/su15031983,10.1177/0735633120972356,openalex
10.3390/su15031983,10.1080/10494820.2019.1643741,openalex
10.3390/su15031983,10.1007/s10956-019-09794-8,openalex
10.1016/j.compedu.2022.104664,10.3390/educsci12010039,openalex
10.1016/j.compedu.2022.104664,10.1016/j.robot.2015.10.008,openalex
10.1016/j.compedu.2022.104664,10.1016/j.ijcci.2021.100337,openalex
10.1016/j.compedu.2022.104664,10.1007/s10639-021-10700-2,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2013.10.020,openalex
10.1016/j.compedu.2022.104664,10.1016/j.ijcci.2018.06.005,openalex
10.1016/j.compedu.2022.104664,10.1186/s40594-020-00238-z,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2017.09.004,openalex
10.1016/j.compedu.2022.104664,10.1007/s10639-020-10355-5,openalex
10.1016/j.compedu.2022.104664,10.1007/s10639-021-10578-0,openalex
10.1016/j.compedu.2022.104664,10.1177/07356331211060470,openalex
10.1016/j.compedu.2022.104664,10.1007/s11528-016-0098-4,openalex
10.1016/j.compedu.2022.104664,10.1007/s40299-019-00479-9,openalex
10.1016/j.compedu.2022.104664,10.1007/s11423-021-10034-3,openalex
10.1016/j.compedu.2022.104664,10.3390/mti6020013,openalex
10.1016/j.compedu.2022.104664,10.1080/20004508.2019.1627844,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2021.104222,openalex
10.1016/j.compedu.2022.104664,10.1016/j.tsc.2021.100926,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2019.103798,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2021.104379,openalex
10.1016/j.compedu.2022.104664,10.1098/rsta.2008.0118,openalex
10.1016/j.compedu.2022.104664,10.1177/0735633120988807,openalex
10.1016/j.compedu.2022.104664,10.1002/cae.22321,openalex
10.1016/j.compedu.2022.104664,10.1177/07356331211057143,openalex
10.1016/j.compedu.2022.104664,10.1016/j.compedu.2022.104445,openalex
10.1016/j.compedu.2022.104664,10.1109/tg.2022.3143701,openalex
10.1063/5.0105716,10.1145/1118178.1118215,openalex
10.1063/5.0105716,10.1109/tetc.2017.2768550,openalex
10.1063/5.0105716,10.17275/per.19.8.6.2,openalex
10.1063/5.0105716,10.1016/j.compedu.2016.03.003,openalex
10.1063/5.0105716,10.1016/j.tsc.2020.100726,openalex
10.1063/5.0105716,10.1145/3349266.3351410,openalex
10.1063/5.0105716,10.1016/j.compedu.2020.104023,openalex
10.1063/5.0105716,10.1016/j.compedu.2020.103872,openalex
10.1063/5.0105716,10.1016/j.chb.2015.05.047,openalex
10.1063/5.0105716,10.1016/j.compedu.2020.103807,openalex
10.1063/5.0105716,10.1145/3284179.3284186,openalex
10.1063/5.0105716,10.1145/3105910,openalex
10.1063/5.0105716,10.1016/j.compedu.2019.04.013,openalex
10.1063/5.0105716,10.1186/s41239-017-0080-z,openalex
10.3389/feduc.2022.757627,10.1016/j.chb.2019.03.018,openalex
10.3389/feduc.2022.757627,10.1016/j.robot.2015.10.008,openalex
10.3389/feduc.2022.757627,10.1016/j.compedu.2013.10.020,openalex
10.3389/feduc.2022.757627,10.1007/s11528-018-0292-7,openalex
10.3389/feduc.2022.757627,10.1007/s10643-021-01236-8,openalex
10.3389/feduc.2022.757627,10.1111/jcal.12155,openalex
10.3389/feduc.2022.757627,10.3102/0013189x12463051,openalex
10.3389/feduc.2022.757627,10.1016/j.chb.2014.09.012,openalex
10.3389/feduc.2022.757627,10.1080/20004508.2019.1627844,openalex
10.3389/feduc.2022.757627,10.1504/ijtel.2020.106282,openalex
10.3389/feduc.2022.757627,10.28945/3768,openalex
10.3389/feduc.2022.757627,10.1016/j.chb.2016.08.047,openalex
10.3389/feduc.2022.757627,10.1007/s10956-015-9581-5,openalex
10.3389/feduc.2022.757627,10.1098/rsta.2008.0118,openalex
10.3389/feduc.2022.757627,10.1145/1118178.1118215,openalex
10.3389/feduc.2022.757627,10.1007/s11528-016-0087-7,openalex
10.1016/j.cexr.2023.100016,10.1007/s10639-021-10515-1,openalex
10.1016/j.cexr.2023.100016,10.1016/j.chb.2019.106185,openalex
10.1016/j.cexr.2023.100016,10.1080/08993408.2021.1877988,openalex
10.1016/j.cexr.2023.100016,10.3102/0013189x12463051,openalex
10.1016/j.cexr.2023.100016,10.1016/j.chb.2020.106575,openalex
10.1016/j.cexr.2023.100016,10.1145/1118178.1118215,openalex
10.1016/j.cexr.2023.100016,10.1007/s11423-022-10161-5,openalex
10.1007/978-981-99-6550-2_1,10.1145/1118178.1118215,openalex
10.1007/978-981-99-6550-2_1,10.1007/978-3-319-55553-9_12,openalex
10.1007/978-981-99-6550-2_1,10.1016/j.tsc.2021.100929,openalex
10.1007/978-981-99-6550-2_1,10.1016/j.compedu.2022.104721,openalex
10.1007/978-981-99-6550-2_1,10.1007/s11528-016-0087-7,openalex
10.1007/978-981-99-6550-2_1,10.3390/su12114459,openalex
10.1007/978-981-99-6550-2_1,10.1007/978-3-319-71483-7_15,openalex
10.3389/fpsyg.2023.1252718,10.1080/02568543.2021.1981503,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.chb.2019.03.018,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.ijcci.2021.100337,openalex
10.3389/fpsyg.2023.1252718,10.1007/s40692-019-00147-3,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.compedu.2013.10.020,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.compedu.2019.04.013,openalex
10.3389/fpsyg.2023.1252718,10.1080/10494820.2020.1811734,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.ijcci.2018.06.005,openalex
10.3389/fpsyg.2023.1252718,10.1007/s10643-021-01236-8,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.compedu.2020.103832,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.ijer.2022.102008,openalex
10.3389/fpsyg.2023.1252718,10.1111/jcal.12818,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.chb.2014.09.012,openalex
10.3389/fpsyg.2023.1252718,10.1007/s10639-021-10765-z,openalex
10.3389/fpsyg.2023.1252718,10.1007/s40299-019-00438-4,openalex
10.3389/fpsyg.2023.1252718,10.1007/978-3-319-93566-9_8,openalex
10.3389/fpsyg.2023.1252718,10.1007/s40299-019-00478-w,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.edurev.2017.09.003,openalex
10.3389/fpsyg.2023.1252718,10.1007/s10639-015-9412-6,openalex
10.3389/fpsyg.2023.1252718,10.1080/10409289.2020.1759012,openalex
10.3389/fpsyg.2023.1252718,10.1145/1118178.1118215,openalex
10.3389/fpsyg.2023.1252718,10.1007/978-3-319-52691-1_13,openalex
10.3389/fpsyg.2023.1252718,10.1111/bjet.13215,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.tsc.2022.101218,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.edurev.2023.100520,openalex
10.3389/fpsyg.2023.1252718,10.1016/j.compedu.2019.103607,openalex
10.3389/fpsyg.2023.1252718,10.28945/3768,openalex
10.15388/infedu.2023.19,10.15388/infedu.2020.01,openalex
10.15388/infedu.2023.19,10.1007/s10758-018-9391-y,openalex
10.15388/infedu.2023.19,10.1016/j.ijcci.2022.100511,openalex
10.15388/infedu.2023.19,10.1016/j.chb.2017.01.005,openalex
10.15388/infedu.2023.19,10.3390/educsci10090214,openalex
10.15388/infedu.2023.19,10.1007/978-3-030-64363-8_7,openalex
10.15388/infedu.2023.19,10.1080/10494820.2019.1612448,openalex
10.15388/infedu.2023.19,10.1016/j.chb.2016.08.047,openalex
10.15388/infedu.2023.19,10.1016/j.compedu.2016.03.003,openalex
10.15388/infedu.2023.19,10.1016/j.compedu.2022.104505,openalex
10.15388/infedu.2023.19,10.1007/s10639-018-9801-8,openalex
10.15388/infedu.2023.21,10.1145/3287324.3287431,openalex
10.15388/infedu.2023.21,10.1145/3349266.3351410,openalex
10.15388/infedu.2023.21,10.1007/s10956-019-09802-x,openalex
10.15388/infedu.2023.21,10.1016/j.chb.2019.01.008,openalex
10.15388/infedu.2023.21,10.3102/0034654317710096,openalex
10.15388/infedu.2023.21,10.1109/icccnt.2018.8493941,openalex
10.15388/infedu.2023.21,10.1109/icccnt.2018.8494172,openalex
10.15388/infedu.2023.21,10.1109/tetc.2017.2768550,openalex
10.1016/j.caeai.2023.100154,10.15388/infedu.2020.14,openalex
10.1016/j.caeai.2023.100154,10.1145/1118178.1118215,openalex
10.1109/educon54358.2023.10125117,10.1145/1118178.1118215,openalex
10.1109/educon54358.2023.10125117,10.1016/j.compedu.2020.103872,openalex
10.1109/educon54358.2023.10125117,10.1007/s10956-020-09836-6,openalex
10.1016/j.caeai.2023.100147,10.1016/j.compedu.2022.104657,openalex
10.1016/j.caeai.2023.100147,10.1016/j.chb.2017.01.005,openalex
10.1016/j.caeai.2023.100147,10.1109/access.2020.2977679,openalex
10.1016/j.caeai.2023.100147,10.1109/tg.2022.3143701,openalex
10.1016/j.caeai.2023.100147,10.1016/j.chb.2014.09.012,openalex
10.1016/j.caeai.2023.100147,10.1016/j.chb.2018.11.038,openalex
10.1016/j.caeai.2023.100147,10.1016/j.compedu.2020.104023,openalex
10.1016/j.caeai.2023.100147,10.1007/s11191-022-00392-6,openalex
10.29333/ejmste/13232,10.1007/s10956-016-9663-z,openalex
10.29333/ejmste/13232,10.15388/infedu.2020.06,openalex
10.29333/ejmste/13232,10.1080/15391523.2016.1146563,openalex
10.1080/21532974.2023.2210317,10.1007/s10639-019-10048-8,openalex
10.1080/21532974.2023.2210317,10.1080/21532974.2019.1693942,openalex
10.1080/21532974.2023.2210317,10.1145/1118178.1118215,openalex
10.22342/jme.v14i2.pp225-252,10.1080/14794802.2020.1852104,openalex
10.6018/red.540841,10.6018/red.410191,openalex
10.6018/red.540841,10.1016/j.compedu.2019.04.013,openalex
10.6018/red.540841,10.6018/red.540841,openalex
10.6018/red.540841,10.3916/c59-2019-06,openalex
10.6018/red.540841,10.1080/20004508.2019.1627844,openalex
10.6018/red.540841,10.1002/cae.22214,openalex
10.6018/red.540841,10.1098/rsta.2008.0118,openalex
10.6018/red.540841,10.1007/s11528-016-0087-7,openalex
10.6018/red.540841,10.15388/infedu.2022.07,openalex
10.1080/2331186x.2023.2191751,10.1080/08993408.2022.2044673,openalex
10.1080/2331186x.2023.2191751,10.1002/pra2.2016.14505301092,openalex
10.1080/2331186x.2023.2191751,10.17533/udea.redin.20200690,openalex
10.1080/2331186x.2023.2191751,10.1016/j.edurev.2017.09.003,openalex
10.1080/2331186x.2023.2191751,10.1080/10494820.2021.1931891,openalex
10.1080/2331186x.2023.2191751,10.1145/3313831.3376755,openalex
10.1080/2331186x.2023.2191751,10.1007/s11042-019-7229-9,openalex
10.1080/2331186x.2023.2191751,10.1145/1118178.1118215,openalex
10.1080/2331186x.2023.2191751,10.1098/rsta.2008.0118,openalex
10.3390/systems11010025,10.1145/1118178.1118215,openalex
10.3390/systems11010025,10.3102/0013189x12463051,openalex
10.3390/systems11010025,10.1145/3137065.3137069,openalex
10.1016/j.compedu.2022.104657,10.1080/15391523.2021.1983894,openalex
10.1016/j.compedu.2022.104657,10.1016/j.chb.2017.01.005,openalex
10.1016/j.jss.2022.111516,10.1145/1461928.1461938,openalex
10.1016/j.jss.2022.111516,10.3102/0013189x12463051,openalex
10.1016/j.jss.2022.111516,10.15388/infedu.2020.06,openalex
10.1016/j.jss.2022.111516,10.3390/fi11120263,openalex
10.1016/j.jss.2022.111516,10.1016/j.chb.2016.08.047,openalex
10.1016/j.jss.2022.111516,10.1177/0735633120972356,openalex
10.1016/j.jss.2022.111516,10.1007/s11042-019-7229-9,openalex
10.1016/j.jss.2022.111516,10.1145/1118178.1118215,openalex
10.1080/09669760.2022.2107491,10.4324/9781315398945,openalex
10.1080/09669760.2022.2107491,10.1007/s40692-019-00147-3,openalex
10.1080/09669760.2022.2107491,10.1016/j.compedu.2019.04.013,openalex
10.1080/09669760.2022.2107491,10.1145/3144826.3145353,openalex
10.1080/09669760.2022.2107491,10.1145/3078072.3091990,openalex
10.1080/09669760.2022.2107491,10.28945/3768,openalex
10.1080/09669760.2022.2107491,10.1007/978-3-030-26945-6_3,openalex
10.1080/09669760.2022.2107491,10.1155/2014/428080,openalex
10.1080/09669760.2022.2107491,10.1145/1118178.1118215,openalex
10.1080/09669760.2022.2107491,10.1109/mcse.2017.3151241,openalex
10.1080/09669760.2022.2107491,10.1016/j.compedu.2013.10.020,openalex
10.1080/09669760.2022.2107491,10.1063/1.5139865,openalex
10.1080/09669760.2022.2107491,10.3916/c59-2019-06,openalex
10.1080/09669760.2022.2107491,10.1007/s40299-019-00438-4,openalex
10.1080/09669760.2022.2107491,10.1007/s11528-018-0295-4,openalex
10.1007/s10639-022-11181-7,10.1109/mcse.2016.37,openalex
10.1007/s10639-022-11181-7,10.1007/s40692-020-00178-1,openalex
10.1007/s10639-022-11181-7,10.3102/0013189x12463051,openalex
10.1007/s10639-022-11181-7,10.1016/j.sbspro.2012.06.938,openalex
10.1007/s10639-022-11181-7,10.1016/j.compedu.2019.103759,openalex
10.1007/s10639-022-11181-7,10.1016/j.edurev.2017.09.003,openalex
10.1007/s10639-022-11181-7,10.1145/1118178.1118215,openalex
10.1007/s10639-022-11181-7,10.1111/jcal.12348,openalex
10.1007/s10639-022-11181-7,10.1016/j.compedu.2019.103633,openalex
10.1080/10494820.2022.2067187,10.1007/s10956-017-9709-x,openalex
10.1177/07356331221098793,10.3390/educsci8010018,openalex
10.1177/07356331221098793,10.3389/fpsyg.2019.02713,openalex
10.1177/07356331221098793,10.1080/0020739x.2016.1254296,openalex
10.1177/07356331221098793,10.1016/j.compedu.2019.04.013,openalex
10.1177/07356331221098793,10.1007/s10956-019-09805-8,openalex
10.1177/07356331221098793,10.3102/0034654317710096,openalex
10.1177/07356331221098793,10.3390/informatics6040043,openalex
10.1177/07356331221098793,10.33828/sei.v31.i2.4,openalex
10.1177/07356331221098793,10.1177/0735633120979930,openalex
10.1177/07356331221098793,10.1007/s10956-019-09799-3,openalex
10.1177/07356331221098793,10.1016/j.compedu.2017.09.004,openalex
10.1177/07356331221098793,10.30935/cet.554493,openalex
10.1177/07356331221098793,10.1111/jcal.12155,openalex
10.1177/07356331221098793,10.1007/s10798-019-09559-9,openalex
10.1177/07356331221098793,10.1080/08993408.2015.1033142,openalex
10.1177/07356331221098793,10.1007/s10639-018-9849-5,openalex
10.1177/07356331221098793,10.1007/s10956-020-09892-y,openalex
10.1177/07356331221098793,10.1007/s10956-016-9663-z,openalex
10.1177/07356331221098793,10.1080/14794802.2020.1852104,openalex
10.1177/07356331221098793,10.1007/s10956-016-9628-2,openalex
10.1177/07356331221098793,10.1177/0022487117732317,openalex
10.1177/07356331221098793,10.1080/10598650.2018.1558656,openalex
10.1177/07356331221098793,10.1007/s11858-019-01096-y,openalex
10.1177/07356331221098793,10.1007/s40299-019-00438-4,openalex
10.1177/07356331221098793,10.1007/s11858-020-01200-7,openalex
10.1177/07356331221098793,10.1111/bjep.12429,openalex
10.1177/07356331221098793,10.1016/j.tsc.2019.100593,openalex
10.1177/07356331221098793,10.3390/educsci10090214,openalex
10.1177/07356331221098793,10.1111/bjet.13092,openalex
10.1177/07356331221098793,10.1007/s10639-020-10115-5,openalex
10.1177/07356331221098793,10.1016/j.ijcci.2018.06.004,openalex
10.1177/07356331221098793,10.1016/j.compedu.2016.03.003,openalex
10.1177/07356331221098793,10.17485/ijst/2016/v9i46/107837,openalex
10.1177/07356331221098793,10.1007/s10956-020-09836-6,openalex
10.1177/07356331221098793,10.1177/1478210319894785,openalex
10.1177/07356331221098793,10.1007/s10758-017-9328-x,openalex
10.1177/07356331221098793,10.1016/j.compedu.2019.103798,openalex
10.1177/07356331221098793,10.3390/math8122128,openalex
10.1177/07356331221098793,10.1080/07370008.2018.1539738,openalex
10.1177/07356331221098793,10.1007/s10956-015-9581-5,openalex
10.1177/07356331221098793,10.1145/1118178.1118215,openalex
10.1177/07356331221098793,10.1016/j.compedu.2019.103607,openalex
10.1109/tetc.2022.3163650,10.1145/1118178.1118215,openalex
10.1109/tetc.2022.3163650,10.3102/0013189x12463051,openalex
10.1109/tetc.2022.3163650,10.1007/s10639-015-9412-6,openalex
10.1109/tetc.2022.3163650,10.1007/s10639-016-9482-0,openalex
10.1109/tetc.2022.3163650,10.1016/j.chb.2016.08.047,openalex
10.1109/tetc.2022.3163650,10.1007/978-3-319-52691-1_2,openalex
10.1109/tetc.2022.3163650,10.1007/s11528-019-00410-5,openalex
10.1080/10494820.2022.2042311,10.1177/1475725716659252,openalex
10.1080/10494820.2022.2042311,10.1016/j.chb.2019.03.018,openalex
10.1080/10494820.2022.2042311,10.1016/j.robot.2015.10.008,openalex
10.1080/10494820.2022.2042311,10.1186/s40594-020-00238-z,openalex
10.1080/10494820.2022.2042311,10.1016/j.compedu.2017.09.004,openalex
10.1080/10494820.2022.2042311,10.1145/2998626.2998665,openalex
10.1080/10494820.2022.2042311,10.3102/0013189x12463051,openalex
10.1080/10494820.2022.2042311,10.1080/0144929x.2016.1188415,openalex
10.1080/10494820.2022.2042311,10.1080/07380569.2018.1462630,openalex
10.1080/10494820.2022.2042311,10.1016/j.chb.2017.01.005,openalex
10.1080/10494820.2022.2042311,10.1007/s11423-021-10035-2,openalex
10.1080/10494820.2022.2042311,10.1177/0022487117732317,openalex
10.1080/10494820.2022.2042311,10.1016/j.compedu.2019.103759,openalex
10.1080/10494820.2022.2042311,10.1080/20004508.2019.1627844,openalex
10.1080/10494820.2022.2042311,10.1016/j.chb.2016.08.047,openalex
10.1080/10494820.2022.2042311,10.1016/j.compedu.2016.03.003,openalex
10.1080/10494820.2022.2042311,10.1111/jcal.12493,openalex
10.1080/10494820.2022.2042311,10.1111/jcal.12545,openalex
10.1080/10494820.2022.2042311,10.1016/j.tsc.2021.100926,openalex
10.1080/10494820.2022.2042311,10.1016/j.compedu.2019.103798,openalex
10.1080/10494820.2022.2042311,10.1177/07356331211017794,openalex
10.1080/10494820.2022.2042311,10.1145/1118178.1118215,openalex
10.1080/10494820.2022.2042311,10.1098/rsta.2008.0118,openalex
10.1080/10494820.2022.2042311,10.1080/10494820.2019.1573199,openalex
10.1080/10494820.2022.2042311,10.1007/s10639-018-9801-8,openalex
10.1080/02635143.2022.2036117,10.1007/s11528-015-0840-3,openalex
10.1080/02635143.2022.2036117,10.1007/s10798-020-09562-5,openalex
10.1080/02635143.2022.2036117,10.1145/3328778.3366892,openalex
10.1080/02635143.2022.2036117,10.1145/3287324.3287333,openalex
10.1080/02635143.2022.2036117,10.1080/21532974.2019.1693940,openalex
10.1080/02635143.2022.2036117,10.1145/3102071.3106352,openalex
10.1080/02635143.2022.2036117,10.1016/j.tsc.2021.100931,openalex
10.1080/02635143.2022.2036117,10.1111/jcal.12493,openalex
10.1080/02635143.2022.2036117,10.1007/s10956-015-9581-5,openalex
10.1080/02635143.2022.2036117,10.1145/1118178.1118215,openalex
10.1080/02635143.2022.2036117,10.1098/rsta.2008.0118,openalex
10.1080/02635143.2022.2036117,10.1007/978-3-319-41713-4_49,openalex
10.1080/02635143.2022.2036117,10.1007/978-3-319-52691-1_13,openalex
10.1080/02635143.2022.2036117,10.1007/s11528-016-0087-7,openalex
10.1080/02635143.2022.2036117,10.1007/s10956-019-09794-8,openalex
10.1080/02635143.2022.2036117,10.1007/978-981-13-6528-7_12,openalex
10.1080/03004279.2022.2029924,10.1145/3137065.3137069,openalex
10.1080/03004279.2022.2029924,10.1007/s11528-016-0098-4,openalex
10.1080/03004279.2022.2029924,10.3102/0013189x12463051,openalex
10.1080/03004279.2022.2029924,10.1145/1508865.1508959,openalex
10.1080/03004279.2022.2029924,10.1108/ils-05-2019-0042,openalex
10.1080/03004279.2022.2029924,10.1080/10494820.2021.1986725,openalex
10.1080/03004279.2022.2029924,10.1007/s10639-015-9412-6,openalex
