doi,label,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,period
10.1111/bjet.13092,A comprehensive assessment of secondary school students’ computational thinking skills,A comprehensive assessment of secondary school students’ computational thinking skills,2021,British Journal of Educational Technology,core,0.8500000000000001,2,56.0,56.0,59.0,2.0,221.0,Perception; Mathematics education; Casual; Psychology; Achievement test,p3_2020_2026
10.1177/0735633119887187,Persistence in a Game-Based Learning Environment: The Case of Elementary School Students Learning Computational Thinking,Persistence in a Game-Based Learning Environment: The Case of Elementary School Students Learning Computational Thinking,2020,Journal of Educational Computing Research,broad,0.575,2,56.0,56.0,57.0,3.0,355.0,Persistence (discontinuity); Computer science; Context (archaeology); Interactivity; Component (thermodynamics),p3_2020_2026
10.1080/10494820.2019.1674879,From classroom lessons to exploratory learning progressions: mathematics + computational thinking,From classroom lessons to exploratory learning progressions: mathematics + computational thinking,2020,Interactive Learning Environments,broad,0.6333333333333333,3,55.0,55.0,51.0,1.0,254.0,Mathematics education; Technology integration; Elementary mathematics; Exploratory research; Computer science,p3_2020_2026
10.1007/s11528-023-00841-1,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review,2024,TechTrends,core,1.0,3,54.0,54.0,56.0,3.5,229.0,Robotics; Artificial intelligence; Educational robotics; Computational thinking; Computer science,p3_2020_2026
10.1080/0144929x.2022.2083981,Collaborative learning with block-based programming: investigating human-centered artificial intelligence in education,Collaborative learning with block-based programming: investigating human-centered artificial intelligence in education,2022,BEHAVIOUR & INFORMATION TECHNOLOGY,broad,0.6666666666666667,2,54.0,54.0,41.0,1.0,213.0,Computer science; Artifact (error); Thematic analysis; Collaborative learning; Coding (social sciences),p3_2020_2026
10.1007/s11042-020-09202-z,RoboTIC: A serious game based on augmented reality for learning programming,RoboTIC: A serious game based on augmented reality for learning programming,2020,Multimedia Tools and Applications,broad,0.575,2,54.0,54.0,52.0,1.0,216.0,Computer science; Augmented reality; Human–computer interaction; Artificial intelligence; Multimedia,p3_2020_2026
10.1007/s10639-021-10765-z,"Computational thinking learning experiences, outcomes, and research in preschool settings: a scoping review of literature","Computational thinking learning experiences, outcomes, and research in preschool settings: a scoping review of literature",2022,Education and Information Technologies,core,1.0,3,53.0,53.0,54.0,,136.0,Scope (computer science); Psychological intervention; Psychology; Educational technology; Research design,p3_2020_2026
10.19173/irrodl.v22i4.5474,The Effects on Secondary School Students of Applying Experiential Learning to the Conversational AI Learning Curriculum,The Effects on Secondary School Students of Applying Experiential Learning to the Conversational AI Learning Curriculum,2022,International Review of Research in Open and Distributed Learning,broad,0.6333333333333333,3,53.0,53.0,40.0,1.0,147.0,Experiential learning; Curriculum; Mathematics education; Empirical research; Cooperative learning,p3_2020_2026
10.3390/educsci12010039,Computational Thinking and Educational Technology: A Scoping Review of the Literature,Computational Thinking and Educational Technology: A Scoping Review of the Literature,2022,Education Sciences,broad,0.5416666666666667,3,53.0,53.0,48.0,1.0,274.0,Conceptualization; Systematic review; Scopus; Inclusion (mineral); Curriculum,p3_2020_2026
10.1007/s10639-021-10515-1,Co-design of mini games for learning computational thinking in an online environment,Co-design of mini games for learning computational thinking in an online environment,2021,Education and Information Technologies,core,1.0,3,53.0,53.0,58.0,9.25,327.0,Computer science; Game design; Mathematics education; Computational thinking; Educational technology,p3_2020_2026
10.1186/s40594-021-00311-1,"Comparing learners’ knowledge, behaviors, and attitudes between two instructional modes of computer programming in secondary education","Comparing learners’ knowledge, behaviors, and attitudes between two instructional modes of computer programming in secondary education",2021,International Journal of STEM Education,core,1.0,3,53.0,53.0,55.0,1.0,216.0,Class (philosophy); Mathematics education; Active listening; Computer science; Computational thinking,p3_2020_2026
10.6018/red.410121,LearningML: A tool to foster computational thinking skills through practical artificial intelligence projects,LearningML: A tool to foster computational thinking skills through practical artificial intelligence projects,2020,Revista de Educacion a Distancia,core,1.0,3,53.0,53.0,56.0,8.749999999999998,162.0,Humanities; Philosophy,p3_2020_2026
10.1016/j.ijcci.2021.100329,The effects of scaffolded programming scripts on pre-service teachers’ computational thinking: Developing algorithmic thinking through progr,The effects of scaffolded programming scripts on pre-service teachers’ computational thinking: Developing algorithmic thinking through programming robots,2022,International Journal of Child-Computer Interaction,core,0.8166666666666667,3,52.0,52.0,52.0,,231.0,Computational thinking; Debugging; Context (archaeology); Mathematics education; Scripting language,p3_2020_2026
10.3390/s22103746,Computational Thinking and Educational Robotics Integrated into Project-Based Learning,Computational Thinking and Educational Robotics Integrated into Project-Based Learning,2022,Sensors,broad,0.5416666666666667,3,52.0,52.0,64.0,2.95,453.0,Computational thinking; Educational robotics; Robotics; Curriculum; Context (archaeology),p3_2020_2026
10.1007/s11423-021-10016-5,Promoting pupils’ computational thinking skills and self-efficacy: a problem-solving instructional approach,Promoting pupils’ computational thinking skills and self-efficacy: a problem-solving instructional approach,2021,Educational Technology Research and Development,core,1.0,3,52.0,52.0,55.0,0.5,257.0,Computational thinking; Mathematics education; Self-efficacy; Problem-based learning; Multimethodology,p3_2020_2026
10.1177/0735633120988807,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students,2021,Journal of Educational Computing Research,broad,0.6333333333333333,3,52.0,52.0,51.0,3.0,141.0,Computational thinking; Mathematics education; Computer science; Robot; Decomposition,p3_2020_2026
10.1109/access.2020.3043278,Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Comp,Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Computer Programming,2020,IEEE Access,core,1.0,3,52.0,52.0,51.0,,230.0,Computer science; Computational thinking; Perception; Computer programming; Motivation to learn,p3_2020_2026
10.3390/math8040611,Benefits and limitations of the artificial with respect to the traditional learning of mathematics,Benefits and limitations of the artificial with respect to the traditional learning of mathematics,2020,Mathematics,broad,0.5416666666666667,3,52.0,52.0,48.0,,318.0,Mathematics education; Artificial intelligence; Computer science; Subject (documents); Mathematics,p3_2020_2026
10.1007/s11423-022-10161-5,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","Design, development, and evaluation of a virtual reality game-based application to support computational thinking",2023,Educational Technology Research and Development,core,0.9083333333333334,3,51.0,51.0,55.0,5.35,274.0,Affordance; Computational thinking; Virtual reality; Computer science; Visualization,p3_2020_2026
10.1016/j.tsc.2023.101369,A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning,A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning,2023,Thinking Skills and Creativity,broad,0.7583333333333333,2,51.0,51.0,53.0,,208.0,Psychology; Student engagement; Higher-order thinking; Critical thinking; Scale (ratio),p3_2020_2026
10.1080/10494820.2021.1943687,Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy,Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy,2023,Interactive Learning Environments,core,1.0,3,51.0,51.0,48.0,,182.0,Computational thinking; Flowchart; Mathematics education; Computer science; Critical thinking,p3_2020_2026
10.1016/j.ijcci.2021.100415,Teaching machine learning in elementary school,Teaching machine learning in elementary school,2022,International Journal of Child-Computer Interaction,broad,0.5416666666666667,3,51.0,51.0,48.0,2.0,216.0,Computational thinking; Mathematics education; Perspective (graphical); Field (mathematics); Constructionism,p3_2020_2026
10.1007/s11423-021-10034-3,Integration of problem-based learning in elementary computer science education: effects on computational thinking and attitudes,Integration of problem-based learning in elementary computer science education: effects on computational thinking and attitudes,2021,Educational Technology Research and Development,broad,0.6333333333333333,3,51.0,51.0,49.0,1.5,213.0,Curriculum; Mathematics education; Coding (social sciences); Computational thinking; Science education,p3_2020_2026
10.1080/08993408.2021.1877988,Developing a kindergarten computational thinking assessment using evidence-centered design: the case of algorithmic thinking,Developing a kindergarten computational thinking assessment using evidence-centered design: the case of algorithmic thinking,2021,Computer Science Education,broad,0.575,2,51.0,51.0,54.0,1.5,151.0,Operationalization; Computer science; Context (archaeology); Inclusion (mineral); Reliability (semiconductor),p3_2020_2026
10.1007/s11528-019-00423-0,Hopscotch into Coding: Introducing Pre-Service Teachers Computational Thinking,Hopscotch into Coding: Introducing Pre-Service Teachers Computational Thinking,2020,TechTrends,broad,0.7250000000000001,3,51.0,51.0,51.0,4.6,208.0,Orchestration; Transformative learning; Computational thinking; Computer science; Mathematics education,p3_2020_2026
10.1007/s10639-022-10921-z,Relationships between computational thinking and the quality of computer programs,Relationships between computational thinking and the quality of computer programs,2022,Education and Information Technologies,broad,0.6333333333333333,3,50.0,50.0,49.0,4.1,163.0,Computational thinking; Rubric; Computer science; Quality (philosophy); Mathematics education,p3_2020_2026
10.1016/j.compedu.2022.104505,Unplugged or plugged-in programming learning: A comparative experimental study,Unplugged or plugged-in programming learning: A comparative experimental study,2022,COMPUTERS & EDUCATION,broad,0.7250000000000001,3,50.0,50.0,50.0,1.75,167.0,Scratch; Computer science; Context (archaeology); Curriculum; Mathematics education,p3_2020_2026
10.1177/0735633120973432,Professional Development of Code and Robotics Teachers Through Small Private Online Course (SPOC): Teacher Centrality and Pedagogical Strate,Professional Development of Code and Robotics Teachers Through Small Private Online Course (SPOC): Teacher Centrality and Pedagogical Strategies for Developing Computational Thinking of Students,2021,Journal of Educational Computing Research,core,0.8166666666666667,3,50.0,50.0,42.0,,174.0,Experiential learning; Centrality; Mathematics education; Professional development; Teacher education,p3_2020_2026
10.1080/15391523.2020.1870250,Computational thinking in K-12 education. An insight through meta-analysis,Computational thinking in K-12 education. An insight through meta-analysis,2022,Journal of Research on Technology in Education,broad,0.5416666666666667,3,49.0,49.0,47.0,2.95,139.0,Psychological intervention; Meta-analysis; Computer science; Computational thinking; Critical thinking,p3_2020_2026
10.1177/07356331211057143,Effect of Unplugged Programming Teaching Aids on Children’s Computational Thinking and Classroom Interaction: with Respect to Piaget’s Four ,Effect of Unplugged Programming Teaching Aids on Children’s Computational Thinking and Classroom Interaction: with Respect to Piaget’s Four Stages Theory,2022,Journal of Educational Computing Research,broad,0.6333333333333333,3,49.0,49.0,49.0,,176.0,Computational thinking; Imitation; Mathematics education; Perspective (graphical); Set (abstract data type),p3_2020_2026
10.1016/j.chb.2021.106836,Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming cont,Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming contexts,2021,Computers in Human Behavior,core,0.8166666666666667,3,49.0,49.0,46.0,,163.0,Test (biology); Computational thinking; Item response theory; Reliability (semiconductor); Measure (data warehouse),p3_2020_2026
10.1080/21532974.2019.1693940,An exploratory approach for investigating the integration of computational thinking and mathematics for preschool children,An exploratory approach for investigating the integration of computational thinking and mathematics for preschool children,2020,Journal of Digital Learning in Teacher Education,core,0.9083333333333334,3,49.0,49.0,44.0,3.5500000000000003,229.0,Mathematics education; Computational thinking; Coding (social sciences); Exploratory research; Modularity (biology),p3_2020_2026
10.1111/bjet.12985,Fostering students' creativity via educational robotics: An investigation of teachers' pedagogical practices based on teacher interviews,Fostering students' creativity via educational robotics: An investigation of teachers' pedagogical practices based on teacher interviews,2020,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,broad,0.575,2,49.0,49.0,46.0,,166.0,Creativity; Psychology; Expansive; Mathematics education; Metacognition,p3_2020_2026
10.1177/0735633119829191,Can Pair Learning Improve Students' Troubleshooting Performance in Robotics Education?,Can Pair Learning Improve Students' Troubleshooting Performance in Robotics Education?,2020,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,core,0.8166666666666667,3,49.0,49.0,44.0,,85.0,Troubleshooting; Summative assessment; Computer science; Collaborative learning; Construct (python library),p3_2020_2026
10.1145/3657604.3662036,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study,2024,,core,0.8500000000000001,2,48.0,48.0,75.0,9.25,97.0,Field (mathematics); Mathematics education; Science education; Political science; Psychology,p3_2020_2026
10.1186/s40561-019-0108-z,A conceptual framework for teaching computational thinking in personalized OERs,A conceptual framework for teaching computational thinking in personalized OERs,2020,Smart Learning Environments,core,1.0,3,48.0,48.0,43.0,1.0,328.0,Computational thinking; Computer science; Realm; Personalized learning; Mathematics education,p3_2020_2026
10.1016/j.caeai.2024.100319,A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for,A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for primary school education,2024,Computers and Education: Artificial Intelligence,broad,0.5416666666666667,3,47.0,47.0,70.0,1.35,499.0,Literacy; Mathematics education; Critical literacy; Artificial intelligence; Computer science,p3_2020_2026
10.1016/j.tsc.2022.101218,The impact of story-inspired programming on preschool children's computational thinking: A multi-group experiment,The impact of story-inspired programming on preschool children's computational thinking: A multi-group experiment,2023,Thinking Skills and Creativity,core,0.9083333333333334,3,47.0,47.0,52.0,0.5,219.0,Storytelling; Creativity; Computational thinking; Psychology; Early childhood education,p3_2020_2026
10.3389/fcomp.2022.997222,Review on the teaching of programming and computational thinking in the world,Review on the teaching of programming and computational thinking in the world,2022,Frontiers in Computer Science,core,1.0,3,47.0,47.0,58.0,0.5,159.0,Computational thinking; Population; China; Scopus; Computer science,p3_2020_2026
10.1002/tea.21674,Impact of computer modeling on learning and teaching systems thinking,Impact of computer modeling on learning and teaching systems thinking,2021,JOURNAL OF RESEARCH IN SCIENCE TEACHING,broad,0.7250000000000001,3,47.0,47.0,42.0,4.35,71.0,Curriculum; Mathematics education; Computer science; Class (philosophy); Teaching method,p3_2020_2026
10.1080/15391523.2020.1713263,Informal STEM: learning with robotics and game design in an urban context,Informal STEM: learning with robotics and game design in an urban context,2020,Journal of Research on Technology in Education,core,1.0,3,47.0,47.0,46.0,,157.0,Robotics; Computational thinking; Agency (philosophy); Context (archaeology); Artificial intelligence,p3_2020_2026
10.1177/0735633120932871,Designing a Programming Game to Improve Children’s Procedural Abstraction Skills in Scratch,Designing a Programming Game to Improve Children’s Procedural Abstraction Skills in Scratch,2020,Journal of Educational Computing Research,broad,0.7583333333333333,2,47.0,47.0,37.0,,270.0,Computer science; Scratch; Debugging; Abstraction; Curriculum,p3_2020_2026
10.4018/979-8-3693-1974-1.ch004,Computational thinking for innovative solutions and problem-solving techniques: Transforming conventional education to futuristic interdisci,Computational thinking for innovative solutions and problem-solving techniques: Transforming conventional education to futuristic interdisciplinary higher education,2024,,core,0.8166666666666667,3,46.0,46.0,46.0,,20.0,Computer science; Management science; Cognitive science; Psychology; Engineering,p3_2020_2026
10.1016/j.compedu.2022.104664,"Offline and online user experience of gamified robotics for introducing computational thinking: Comparing engagement, game mechanics and cod","Offline and online user experience of gamified robotics for introducing computational thinking: Comparing engagement, game mechanics and coding motivation",2023,Computers and Education,broad,0.6333333333333333,3,46.0,46.0,39.0,0.75,221.0,Computational thinking; Coding (social sciences); Computer science; Curriculum; Robotics,p3_2020_2026
10.1080/10494820.2019.1636070,Equitable approaches: opportunities for computational thinking with emphasis on creative production and connections to community,Equitable approaches: opportunities for computational thinking with emphasis on creative production and connections to community,2020,Interactive Learning Environments,broad,0.5416666666666667,3,46.0,46.0,50.0,,136.0,Computational thinking; Perception; Work (physics); Computational model; Computer science,p3_2020_2026
10.1111/bjet.13266,"Towards inclusiveness and sustainability of robot programming in early childhood: Child engagement, learning outcomes and teacher perception","Towards inclusiveness and sustainability of robot programming in early childhood: Child engagement, learning outcomes and teacher perception",2022,British Journal of Educational Technology,broad,0.6666666666666667,2,45.0,45.0,50.0,5.0,206.0,Affordance; Curriculum; Early childhood education; Early childhood; Psychology,p3_2020_2026
10.3991/ijim.v16i10.30043,Computational Thinking (CT) Among University Students,Computational Thinking (CT) Among University Students,2022,International Journal of Interactive Mobile Technologies,broad,0.5416666666666667,3,45.0,45.0,33.0,,99.0,Computational thinking; Scope (computer science); Computer science; Measure (data warehouse); Mathematics education,p3_2020_2026
10.1002/cae.22214,Developing computational thinking with a module of solved problems,Developing computational thinking with a module of solved problems,2021,Computer Applications in Engineering Education,core,1.0,3,45.0,45.0,35.0,1.0,225.0,Abstraction; Computer science; Representation (politics); Comprehension; Computational thinking,p3_2020_2026
10.1007/s10758-021-09585-4,A Comparison of Plugged and Unplugged Tools in Teaching Algorithms at the K-12 Level for Computational Thinking Skills,A Comparison of Plugged and Unplugged Tools in Teaching Algorithms at the K-12 Level for Computational Thinking Skills,2023,"Technology, Knowledge and Learning",core,1.0,3,44.0,44.0,45.0,3.2,135.0,Computational thinking; Mathematics education; Group (periodic table); Test (biology); Control (management),p3_2020_2026
10.1177/07356331211037757,Toward a 5E-Based Flipped Classroom Model for Teaching Computational Thinking in Elementary School: Effects on Student Computational Thinkin,Toward a 5E-Based Flipped Classroom Model for Teaching Computational Thinking in Elementary School: Effects on Student Computational Thinking and Problem-Solving Performance,2022,Journal of Educational Computing Research,broad,0.7250000000000001,3,44.0,44.0,38.0,,292.0,Mathematics education; Computational thinking; Premise; Perception; Computer science,p3_2020_2026
10.18178/ijiet.2020.10.8.1435,The influence of robots on students‟ computational thinking: A literature review,The influence of robots on students‟ computational thinking: A literature review,2020,International Journal of Information and Education Technology,core,1.0,3,44.0,44.0,42.0,,100.0,Computational thinking; Robot; Computer science; Coding (social sciences); Mathematics education,p3_2020_2026
10.1051/e3sconf/202453805034,Retracted:Methods of using STEAM technologies in the development of pupils' computational thinking,Retracted:Methods of using STEAM technologies in the development of pupils' computational thinking,2024,E3S Web of Conferences,core,1.0,3,43.0,43.0,45.0,,54.0,Computational thinking; Mathematics education; Development (topology); Computer science; Psychology,p3_2020_2026
10.1109/tlt.2024.3392896,Scaffolding Computational Thinking With ChatGPT,Scaffolding Computational Thinking With ChatGPT,2024,IEEE Transactions on Learning Technologies,core,0.8166666666666667,3,43.0,43.0,54.0,,189.0,Computer science; Computational thinking; Human–computer interaction; Artificial intelligence,p3_2020_2026
10.1080/0020739x.2020.1736349,Programming in mathematics education,Programming in mathematics education,2021,INTERNATIONAL JOURNAL OF MATHEMATICAL EDUCATION IN SCIENCE AND TECHNOLOGY,broad,0.5416666666666667,3,43.0,43.0,45.0,,115.0,Mathematics education; Argumentation theory; Conceptualization; Computer science; Mathematical practice,p3_2020_2026
10.1177/0735633121992479,Exploring Factors That Influence Computational Thinking Skills in Elementary Students’ Collaborative Robotics,Exploring Factors That Influence Computational Thinking Skills in Elementary Students’ Collaborative Robotics,2021,Journal of Educational Computing Research,core,1.0,3,43.0,43.0,47.0,,238.0,Computational thinking; Competence (human resources); Robotics; Curriculum; Artificial intelligence,p3_2020_2026
10.1186/s40594-023-00417-8,Short-term effects of a classroom-based STEAM program using robotic kits on children in South Korea,Short-term effects of a classroom-based STEAM program using robotic kits on children in South Korea,2023,International Journal of STEM Education,broad,0.5416666666666667,3,42.0,42.0,50.0,2.25,231.0,Computational thinking; Curriculum; Science education; Vocabulary; Numeracy,p3_2020_2026
10.3390/su14084627,Innovative Practice of Sustainable Landscape Architecture Education—Parametric-Aided Design and Application,Innovative Practice of Sustainable Landscape Architecture Education—Parametric-Aided Design and Application,2022,Sustainability (Switzerland),core,1.0,3,42.0,42.0,23.0,,144.0,Mathematics education; Computational thinking; Computer science; Experiential learning; Curiosity,p3_2020_2026
10.3390/su141912663,Supporting Future Teachers to Promote Computational Thinking Skills in Teaching STEM—A Case Study,Supporting Future Teachers to Promote Computational Thinking Skills in Teaching STEM—A Case Study,2022,Sustainability (Switzerland),core,1.0,3,42.0,42.0,44.0,0.25,238.0,Computational thinking; Mathematics education; Argument (complex analysis); Higher-order thinking; Face (sociological concept),p3_2020_2026
10.1145/3328778.3366912,Scratch encore: The design and pilot of a culturally-relevant intermediate scratch curriculum,Scratch encore: The design and pilot of a culturally-relevant intermediate scratch curriculum,2020,SIGCSE 2020: PROCEEDINGS OF THE 51ST ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.5416666666666667,3,42.0,42.0,42.0,,69.0,Curriculum; Equity (law); Scratch; Computer science; Mathematics education,p3_2020_2026
10.1016/j.ijer.2022.102008,Computer science education and K-12 students’ computational thinking: A systematic review,Computer science education and K-12 students’ computational thinking: A systematic review,2022,International Journal of Educational Research,core,1.0,3,41.0,41.0,45.0,0.25,191.0,Mathematics education; Computational thinking; Psychology; Pedagogy; Computer science,p3_2020_2026
10.1002/cae.22324,Integrated activities in STEM environment: Methodology and implementation practice,Integrated activities in STEM environment: Methodology and implementation practice,2021,Computer Applications in Engineering Education,broad,0.6333333333333333,3,41.0,41.0,41.0,,330.0,Curriculum; Context (archaeology); Computational thinking; Computer science; Process (computing),p3_2020_2026
10.1016/j.chb.2018.12.037,Identifying embodied metaphors for computing education,Identifying embodied metaphors for computing education,2020,Computers in Human Behavior,broad,0.6333333333333333,3,41.0,41.0,37.0,3.0,157.0,Embodied cognition; Gesture; Motion (physics); Computer science; Domain (mathematical analysis),p3_2020_2026
10.1016/j.jss.2021.111107,How secondary school girls perceive Computational Thinking practices through collaborative programming with the micro:bit,How secondary school girls perceive Computational Thinking practices through collaborative programming with the micro:bit,2022,Journal of Systems and Software,core,0.8166666666666667,3,40.0,40.0,32.0,3.5500000000000003,140.0,Computational thinking; Debugging; Coding (social sciences); Computer science; Mathematics education,p3_2020_2026
10.1080/15391523.2021.1922105,An exploratory study of pre-service teachers’ computational thinking and programming skills,An exploratory study of pre-service teachers’ computational thinking and programming skills,2022,Journal of Research on Technology in Education,broad,0.6333333333333333,3,40.0,40.0,30.0,,100.0,Computational thinking; Computer science; Mathematics education; Curriculum; Coding (social sciences),p3_2020_2026
10.1111/jcal.12591,Exploring age and gender differences of computational thinkers in primary school: A developmental perspective,Exploring age and gender differences of computational thinkers in primary school: A developmental perspective,2022,Journal of Computer Assisted Learning,core,1.0,3,40.0,40.0,45.0,1.0,138.0,Generalization; Perspective (graphical); Intervention (counseling); Psychology; Developmental psychology,p3_2020_2026
10.3390/educsci12020092,Problem Solving and Digital Transformation: Acquiring Skills through Pretend Play in Kindergarten,Problem Solving and Digital Transformation: Acquiring Skills through Pretend Play in Kindergarten,2022,EDUCATION SCIENCES,broad,0.6333333333333333,3,40.0,40.0,46.0,0.5,250.0,Context (archaeology); Digital transformation; The Internet; Computer science; Mathematics education,p3_2020_2026
10.3389/fpsyg.2021.640115,Exploring Computational Thinking Skills Training Through Augmented Reality and AIoT Learning,Exploring Computational Thinking Skills Training Through Augmented Reality and AIoT Learning,2021,Frontiers in Psychology,core,1.0,3,40.0,40.0,44.0,,259.0,Augmented reality; Competence (human resources); Computational thinking; Computer science; Artificial intelligence,p3_2020_2026
10.3991/ijim.v15i22.24963,A Problem-Based Learning (PBL) and Teaching Model using a Cloud-Based Constructivist Learning Environment to Enhance Thai Undergraduate Crea,A Problem-Based Learning (PBL) and Teaching Model using a Cloud-Based Constructivist Learning Environment to Enhance Thai Undergraduate Creative Thinking and Digital Media Skills,2021,International Journal of Interactive Mobile Technologies,broad,0.575,2,40.0,40.0,32.0,,286.0,Mathematics education; Problem-based learning; Data collection; Computer science; Psychology,p3_2020_2026
10.1080/21532974.2019.1693942,Instructional strategies to promote computational thinking for young learners,Instructional strategies to promote computational thinking for young learners,2020,Journal of Digital Learning in Teacher Education,broad,0.6333333333333333,3,40.0,40.0,36.0,2.85,178.0,Computational thinking; Coding (social sciences); Mathematics education; Logical reasoning; Core competency,p3_2020_2026
10.3390/math8122128,Enhancing computational thinking through interdisciplinary steam activities using tablets,Enhancing computational thinking through interdisciplinary steam activities using tablets,2020,Mathematics,broad,0.6333333333333333,3,40.0,40.0,38.0,0.5,200.0,Computational thinking; Context (archaeology); Mathematics education; Intervention (counseling); Computer science,p3_2020_2026
10.1007/s10639-022-10891-2,Developing K-12 students' programming ability: A systematic literature review,Developing K-12 students' programming ability: A systematic literature review,2022,EDUCATION AND INFORMATION TECHNOLOGIES,broad,0.7250000000000001,3,39.0,39.0,47.0,,142.0,Computer science; Mathematics education; Computer programming; Teaching method; Educational technology,p3_2020_2026
10.1007/s10639-022-10992-y,Unplugged versus plugged-in: examining basic programming achievement and computational thinking of 6th-grade students,Unplugged versus plugged-in: examining basic programming achievement and computational thinking of 6th-grade students,2022,Education and Information Technologies,core,0.9083333333333334,3,39.0,39.0,36.0,,95.0,Boredom; Mathematics education; Academic achievement; Curriculum; Computational thinking,p3_2020_2026
10.20897/ejsteme/9560,Infusing Computational Thinking in an Integrated STEM Curriculum: User Reactions and Lessons Learned,Infusing Computational Thinking in an Integrated STEM Curriculum: User Reactions and Lessons Learned,2021,European Journal of STEM Education,broad,0.5416666666666667,3,39.0,39.0,34.0,3.0,200.0,Curriculum; Emergent curriculum; Curriculum theory; Curriculum mapping; Curriculum development,p3_2020_2026
10.15388/infedu.2020.30,How to Develop Computational Thinking: A Systematic Review of Empirical Studies,How to Develop Computational Thinking: A Systematic Review of Empirical Studies,2020,Informatics in Education,core,0.9083333333333334,3,39.0,39.0,34.0,3.0,163.0,Computer science; Empirical research; Process (computing); Computational thinking; Attractiveness,p3_2020_2026
10.1080/10986065.2021.1982666,Kindergarten students' mathematics knowledge at work: the mathematics for programming robot toys,Kindergarten students' mathematics knowledge at work: the mathematics for programming robot toys,2023,MATHEMATICAL THINKING AND LEARNING,broad,0.5416666666666667,3,38.0,38.0,27.0,0.5,81.0,Affordance; Mathematics education; Coding (social sciences); Curriculum; Computer science,p3_2020_2026
10.1007/s10639-022-10893-0,Algorithmic thinking development through physical computing activities with Arduino in STEM education,Algorithmic thinking development through physical computing activities with Arduino in STEM education,2022,EDUCATION AND INFORMATION TECHNOLOGIES,core,1.0,3,38.0,38.0,37.0,,154.0,Nonprobability sampling; Mathematics education; Computational thinking; Test (biology); Physical computing,p3_2020_2026
10.1007/s10798-021-09677-3,Cultivating students’ computational thinking through student–robot interactions in robotics education,Cultivating students’ computational thinking through student–robot interactions in robotics education,2022,International Journal of Technology and Design Education,broad,0.5416666666666667,3,38.0,38.0,41.0,,155.0,Robotics; Computational thinking; Robot; Artificial intelligence; Hierarchy,p3_2020_2026
10.1007/s10956-022-09965-0,Algorithmic Explanations: an Unplugged Instructional Approach to Integrate Science and Computational Thinking,Algorithmic Explanations: an Unplugged Instructional Approach to Integrate Science and Computational Thinking,2022,Journal of Science Education and Technology,broad,0.6333333333333333,3,38.0,38.0,43.0,3.0,193.0,Computational thinking; Computer science; Science education; Discipline; Mathematics education,p3_2020_2026
10.1007/s10956-022-09967-y,"The Influence of Online STEM Education Camps on Students’ Self-Efficacy, Computational Thinking, and Task Value","The Influence of Online STEM Education Camps on Students’ Self-Efficacy, Computational Thinking, and Task Value",2022,Journal of Science Education and Technology,broad,0.5416666666666667,3,38.0,38.0,35.0,1.5,192.0,Context (archaeology); Task (project management); Value (mathematics); Mathematics education; Psychology,p3_2020_2026
10.1007/s11528-022-00695-z,Computational Thinking and Metacognition,Computational Thinking and Metacognition,2022,TechTrends,broad,0.5416666666666667,3,38.0,38.0,38.0,24.7,117.0,Metacognition; Mathematics education; Computational thinking; Relevance (law); Discipline,p3_2020_2026
10.1016/j.caeo.2022.100085,Reflective Writing Supports Metacognition and Self-regulation in Graduate Computational Science and Engineering,Reflective Writing Supports Metacognition and Self-regulation in Graduate Computational Science and Engineering,2022,Computers and Education Open,broad,0.5166666666666667,1,38.0,38.0,34.0,1.85,240.0,Metacognition; Science and engineering; Graduate students; Mathematics education; Computer science,p3_2020_2026
