doi,label,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,period
10.1080/0144929x.2016.1188415,Effect of design-based learning on improving computational thinking,Effect of design-based learning on improving computational thinking,2017,Behaviour and Information Technology,broad,0.5416666666666667,3,66.0,66.0,61.0,,254.0,Mathematics education; Scratch; Group (periodic table); Sample (material); Computational thinking,p2_2013_2019
10.1145/3287324.3287396,A k-8 debugging learning trajectory derived from research literature,A k-8 debugging learning trajectory derived from research literature,2019,SIGCSE '19: PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.7250000000000001,3,64.0,64.0,67.0,3.7,123.0,Debugging; Curriculum; Algorithmic program debugging; Computer science; Abstraction,p2_2013_2019
10.1080/2331186x.2018.1507306,Teaching the concept of time: A steam-based program on computational thinking in science education,Teaching the concept of time: A steam-based program on computational thinking in science education,2018,Cogent Education,core,1.0,3,64.0,64.0,61.0,1.0,261.0,Mathematics education; Computational thinking; Test (biology); Dimension (graph theory); Observational study,p2_2013_2019
10.1080/08993408.2018.1533297,Analysis of linkages between an unplugged activity and the development of computational thinking,Analysis of linkages between an unplugged activity and the development of computational thinking,2018,Computer Science Education,core,1.0,3,63.0,63.0,61.0,,184.0,Computer science; Computational thinking; Coding (social sciences); Python (programming language); Flowchart,p2_2013_2019
10.1109/tlt.2017.2724031,Active Learning Environments with Robotic Tangibles: Children's Physical and Virtual Spatial Programming Experiences,Active Learning Environments with Robotic Tangibles: Children's Physical and Virtual Spatial Programming Experiences,2018,IEEE Transactions on Learning Technologies,broad,0.5416666666666667,3,63.0,63.0,59.0,1.5,196.0,Computer science; Human–computer interaction; Leverage (statistics); Robot; Computational thinking,p2_2013_2019
10.3390/su11185109,Computational thinking and robotics: A teaching experience in compulsory secondary education with students with high degree of apathy and de,Computational thinking and robotics: A teaching experience in compulsory secondary education with students with high degree of apathy and demotivation,2019,Sustainability (Switzerland),core,0.8166666666666667,3,62.0,62.0,48.0,1.0,280.0,Robotics; Computational thinking; Artificial intelligence; Educational robotics; Quality (philosophy),p2_2013_2019
10.4018/978-1-7998-1486-3.ch006,Apps to promote computational thinking concepts and coding skills in children of preschool and pre-primary school age,Apps to promote computational thinking concepts and coding skills in children of preschool and pre-primary school age,2019,,core,0.8166666666666667,3,62.0,62.0,53.0,,129.0,Computational thinking; Coding (social sciences); Fluency; Mathematics education; Mobile apps,p2_2013_2019
10.1109/fie.2015.7344237,Starting from scratch: Developing a pre-service teacher training program in computational thinking,Starting from scratch: Developing a pre-service teacher training program in computational thinking,2015,"Proceedings - Frontiers in Education Conference, FIE",broad,0.5416666666666667,3,62.0,62.0,61.0,,140.0,Computational thinking; Scratch; Computer science; Psychological intervention; The arts,p2_2013_2019
10.15388/infedu.2019.02,Approaches to assess computational thinking competences based on code analysis in K-12 education: A systematic mapping study,Approaches to assess computational thinking competences based on code analysis in K-12 education: A systematic mapping study,2019,Informatics in Education,broad,0.6333333333333333,3,61.0,61.0,51.0,,214.0,Computational thinking; Computer science; Grading (engineering); Mathematics education; Higher-order thinking,p2_2013_2019
10.17275/per.19.8.6.2,The effect of project-based arduino educational robot applications on students' computational thinking skills and their perception of basic ,The effect of project-based arduino educational robot applications on students' computational thinking skills and their perception of basic stem skill levels,2019,Participatory Educational Research,core,1.0,3,60.0,60.0,60.0,,252.0,Computational thinking; Block (permutation group theory); Arduino; Mathematics education; Perception,p2_2013_2019
10.3389/fpsyg.2019.02713,Coding in Primary Grades Boosts Children’s Executive Functions,Coding in Primary Grades Boosts Children’s Executive Functions,2019,Frontiers in Psychology,core,0.8500000000000001,2,60.0,60.0,65.0,33.25000000000001,189.0,Coding (social sciences); Psychology; Curriculum; Executive functions; Developmental psychology,p2_2013_2019
10.4018/ijgbl.2016010101,Computational thinking in constructionist video games,Computational thinking in constructionist video games,2016,International Journal of Game-Based Learning,core,0.8500000000000001,2,60.0,60.0,54.0,1.5,182.0,Strict constructionism; Constructionism; Computer science; Game design; Game mechanics,p2_2013_2019
10.2190/ec.51.2.c,Effects of using Alice and Scratch in an introductory programming course for corrective instruction,Effects of using Alice and Scratch in an introductory programming course for corrective instruction,2014,Journal of Educational Computing Research,core,1.0,3,60.0,60.0,55.0,1.0,147.0,Scratch; Alice (programming language); Computer science; Visual programming language; Mathematics education,p2_2013_2019
10.1007/978-981-13-6528-7_8,Components and Methods of Evaluating Computational Thinking for Fostering Creative Problem-Solvers in Senior Primary School Education,Components and Methods of Evaluating Computational Thinking for Fostering Creative Problem-Solvers in Senior Primary School Education,2019,,broad,0.5416666666666667,3,59.0,59.0,52.0,,89.0,Rubric; Computational thinking; Mathematics education; Computer science; Empowerment,p2_2013_2019
10.15388/infedu.2019.04,Lesson planning by computational thinking skills in Italian pre-service teachers,Lesson planning by computational thinking skills in Italian pre-service teachers,2019,Informatics in Education,core,1.0,3,59.0,59.0,59.0,4.9,244.0,Internship; Computational thinking; Mathematics education; Context (archaeology); Psychology,p2_2013_2019
10.1145/3173574.3173840,Bots & (Main)Frames: Exploring the Impact of Tangible Blocks and Collaborative Play in an Educational Programming Game,Bots & (Main)Frames: Exploring the Impact of Tangible Blocks and Collaborative Play in an Educational Programming Game,2018,PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018),broad,0.6333333333333333,3,59.0,59.0,60.0,1.1,125.0,Computer science; Human–computer interaction; Embodied cognition; Situational ethics; Game design,p2_2013_2019
10.15388/infedu.2018.09,Integrating computational thinking with a music education context,Integrating computational thinking with a music education context,2018,Informatics in Education,core,0.8166666666666667,3,59.0,59.0,62.0,,208.0,Computational thinking; Computer science; Context (archaeology); Pop music automation; Musical composition,p2_2013_2019
10.1109/icde.2017.169,Automated personalized feedback in introductory Java programming MOOCs,Automated personalized feedback in introductory Java programming MOOCs,2017,Proceedings - International Conference on Data Engineering,core,0.8500000000000001,2,59.0,59.0,54.0,,84.0,Computer science; Java; Leverage (statistics); Set (abstract data type); Code (set theory),p2_2013_2019
10.1109/fie.2016.7757678,A systematic mapping study on assessing computational thinking abilities,A systematic mapping study on assessing computational thinking abilities,2016,"Proceedings - Frontiers in Education Conference, FIE",core,0.9083333333333334,3,59.0,59.0,44.0,,156.0,Computational thinking; Abstraction; Computer science; Systematic review; Artificial intelligence,p2_2013_2019
10.1007/s10639-018-9724-4,The effect of simulation games on learning computer programming: A comparative study on high school students’ learning performance by assess,The effect of simulation games on learning computer programming: A comparative study on high school students’ learning performance by assessing computational problem-solving strategies,2018,Education and Information Technologies,broad,0.6666666666666667,2,58.0,58.0,54.0,,141.0,Computational thinking; Computer science; Mathematics education; Scratch; Curriculum,p2_2013_2019
10.2190/ec.49.4.b,Paper-and-pencil programming strategy toward computational thinking for non-majors: Design your solution,Paper-and-pencil programming strategy toward computational thinking for non-majors: Design your solution,2014,Journal of Educational Computing Research,broad,0.5416666666666667,3,58.0,58.0,54.0,3.0,158.0,Computational thinking; Pencil (optics); Logo (programming language); Logical reasoning; Mathematics education,p2_2013_2019
10.1145/2445196.2445404,Using a discourse-intensive pedagogy and android's app inventor for introducing computational concepts to middle school students,Using a discourse-intensive pedagogy and android's app inventor for introducing computational concepts to middle school students,2013,,broad,0.5416666666666667,3,58.0,58.0,,1.0,102.0,Computational thinking; Curriculum; Computer science; Android (operating system); Mathematics education,p2_2013_2019
10.1007/978-3-319-93566-9,Computational thinking in the stem disciplines: Foundations and research highlights,Computational thinking in the stem disciplines: Foundations and research highlights,2018,,broad,0.6333333333333333,3,57.0,57.0,36.0,12.0,256.0,Computational thinking; Curriculum; Mathematics education; Field (mathematics); Embedding,p2_2013_2019
10.1080/0020739x.2016.1254296,"Introducing computational thinking through hands-on projects using R with applications to calculus, probability and data analysis","Introducing computational thinking through hands-on projects using R with applications to calculus, probability and data analysis",2017,International Journal of Mathematical Education in Science and Technology,broad,0.6333333333333333,3,57.0,57.0,52.0,,196.0,Computational thinking; Computer science; Intuition; Process (computing); Mathematics education,p2_2013_2019
10.1142/q0054,"Power of computational thinking, the: Games, magic and puzzles to help you become a computational thinker","Power of computational thinking, the: Games, magic and puzzles to help you become a computational thinker",2017,,core,1.0,3,56.0,56.0,25.0,39.5,42.0,Power (physics); Computer science; Thermodynamics; Physics,p2_2013_2019
10.1145/3027063.3053216,On the automatic assessment of computational thinking skills: A comparison with human experts,On the automatic assessment of computational thinking skills: A comparison with human experts,2017,Conference on Human Factors in Computing Systems - Proceedings,core,1.0,3,56.0,56.0,58.0,,122.0,Scratch; Computational thinking; Computer science; Data science; Artificial intelligence,p2_2013_2019
10.1007/978-3-319-25396-1_13,Introducing a new computer science curriculum for all school levels in Poland,Introducing a new computer science curriculum for all school levels in Poland,2015,Lecture Notes in Computer Science,broad,0.7250000000000001,3,56.0,56.0,43.0,5.0,66.0,Curriculum; Informatics; Terminology; Computer science; Business informatics,p2_2013_2019
10.1145/2445196.2445374,"Accelerating k-12 computational thinking using scaffolding, staging, and abstraction","Accelerating k-12 computational thinking using scaffolding, staging, and abstraction",2013,,core,0.8166666666666667,3,56.0,56.0,,,162.0,Computational thinking; Computer science; Abstraction; Curriculum; Simple (philosophy),p2_2013_2019
10.1007/978-981-13-6528-7_19,Educational Policy and Implementation of Computational Thinking and Programming: Case Study of Singapore,Educational Policy and Implementation of Computational Thinking and Programming: Case Study of Singapore,2019,,core,0.9083333333333334,3,55.0,55.0,53.0,10.5,98.0,Computational thinking; Agency (philosophy); Curriculum; Mathematics education; Computer science,p2_2013_2019
10.1017/9781108654555.002,The History of Computing Education Research,The History of Computing Education Research,2019,,broad,0.5416666666666667,3,55.0,55.0,40.0,,52.0,Computer science,p2_2013_2019
10.1145/3362789.3362893,RoboSTEAM - A challenge based learning approach for integrating STEAM and develop Computational Thinking,RoboSTEAM - A challenge based learning approach for integrating STEAM and develop Computational Thinking,2019,ACM International Conference Proceeding Series,core,1.0,3,55.0,55.0,44.0,,223.0,Computational thinking; Computer science; Curriculum; Context (archaeology); Work (physics),p2_2013_2019
10.1145/2538862.2538905,Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions,Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),broad,0.6333333333333333,3,55.0,55.0,22.0,,94.0,Computational thinking; Curriculum; Outreach; Computer science; Mathematics education,p2_2013_2019
10.1016/j.ijcci.2017.11.003,"Playing Beowulf: Bridging computational thinking, arts and literature through game-making","Playing Beowulf: Bridging computational thinking, arts and literature through game-making",2018,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,54.0,54.0,42.0,3.95,276.0,Computational thinking; Bridging (networking); Game design; Computer science; Club,p2_2013_2019
10.1016/j.chb.2018.12.010,Grouping matters in computational robotic activities,Grouping matters in computational robotic activities,2019,Computers in Human Behavior,core,1.0,3,53.0,53.0,50.0,2.5,143.0,Robotics; Computational thinking; Artificial intelligence; Class (philosophy); Group (periodic table),p2_2013_2019
10.22460/infinity.v8i2.p109-116,PROBLEM SOLVING IN THE CONTEXT OF COMPUTATIONAL THINKING,PROBLEM SOLVING IN THE CONTEXT OF COMPUTATIONAL THINKING,2019,Infinity Journal,core,1.0,3,53.0,53.0,49.0,,343.0,Computational thinking; Respondent; Context (archaeology); Mathematics education; Computer science,p2_2013_2019
10.1177/0022466918761120,Computer Programming With Pre-K Through First-Grade Students With Intellectual Disabilities,Computer Programming With Pre-K Through First-Grade Students With Intellectual Disabilities,2018,JOURNAL OF SPECIAL EDUCATION,broad,0.5416666666666667,3,53.0,53.0,52.0,3.0,106.0,Curriculum; Mathematics education; Generalization; Computer science; Computational thinking,p2_2013_2019
10.1145/3025453.3025711,Teaching programming with gamified semantics,Teaching programming with gamified semantics,2017,Conference on Human Factors in Computing Systems - Proceedings,broad,0.5416666666666667,3,52.0,52.0,41.0,1.25,182.0,Computer science; JavaScript; Programming language; Computational thinking; Semantics (computer science),p2_2013_2019
10.15388/infedu.2017.03,Exploring bebras tasks content and performance: A multinational study,Exploring bebras tasks content and performance: A multinational study,2017,Informatics in Education,core,0.9083333333333334,3,52.0,52.0,51.0,6.0,115.0,Computer science; Abstraction; Computational thinking; Multinational corporation; Mathematics education,p2_2013_2019
10.1145/2513456.2513484,First year student performance in a test for computational thinking,First year student performance in a test for computational thinking,2013,ACM International Conference Proceeding Series,broad,0.5416666666666667,3,52.0,52.0,39.0,0.25,129.0,Computational thinking; Test (biology); Mathematics education; Class (philosophy); Plan (archaeology),p2_2013_2019
10.1007/s10956-017-9725-x,Building Systems from Scratch: an Exploratory Study of Students Learning About Climate Change,Building Systems from Scratch: an Exploratory Study of Students Learning About Climate Change,2018,Journal of Science Education and Technology,broad,0.6666666666666667,2,51.0,51.0,41.0,1.75,132.0,Affordance; Science education; Computational thinking; Mathematics education; Computer science,p2_2013_2019
10.1007/s11135-017-0509-4,"Building, coding and programming 3D models via a visual programming environment","Building, coding and programming 3D models via a visual programming environment",2018,Quality and Quantity,broad,0.5416666666666667,3,51.0,51.0,35.0,5.25,144.0,Computational thinking; Coding (social sciences); Mathematics education; Computer science; Phenomenon,p2_2013_2019
10.1109/access.2018.2877417,Developing Computational Thinking Skills in Adolescents with Autism Spectrum Disorder Through Digital Game Programming,Developing Computational Thinking Skills in Adolescents with Autism Spectrum Disorder Through Digital Game Programming,2018,IEEE Access,core,1.0,3,51.0,51.0,48.0,3.0,169.0,Autism spectrum disorder; Computational thinking; Context (archaeology); Social skills; Autism,p2_2013_2019
10.1016/j.compedu.2016.04.011,Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,2016,Computers and Education,broad,0.5416666666666667,3,51.0,51.0,46.0,13.35,201.0,Curriculum; Computational thinking; Transferability; Computer science; Inclusion (mineral),p2_2013_2019
10.1145/2858796.2858801,New horizons in the assessment of computer science at school and beyond: Leveraging on the ViVA platform,New horizons in the assessment of computer science at school and beyond: Leveraging on the ViVA platform,2015,PROCEEDINGS OF THE 2015 ITICSE CONFERENCE ON WORKING GROUP REPORTS (ITICSE-WGP'15),broad,0.6333333333333333,3,51.0,51.0,18.0,,130.0,Computational thinking; Computer science; Crowdsourcing; Permission; Field (mathematics),p2_2013_2019
10.1007/s10639-018-9849-5,STEM teaching intention and computational thinking skills of pre-service teachers,STEM teaching intention and computational thinking skills of pre-service teachers,2019,Education and Information Technologies,core,0.8500000000000001,2,50.0,50.0,43.0,,248.0,CHAID; Mathematics education; Psychology; Scale (ratio); The Internet,p2_2013_2019
10.1109/vs-games.2019.8864603,ARQuest: A tangible augmented reality approach to developing computational thinking skills,ARQuest: A tangible augmented reality approach to developing computational thinking skills,2019,2019 11TH INTERNATIONAL CONFERENCE ON VIRTUAL WORLDS AND GAMES FOR SERIOUS APPLICATIONS (VS-GAMES),core,1.0,3,50.0,50.0,51.0,,202.0,Computational thinking; Augmented reality; Computer science; Mixed reality; Multimedia,p2_2013_2019
10.1186/s40594-019-0194-z,“I Broke Your Game!”: critique among middle schoolers designing computer games about climate change,“I Broke Your Game!”: critique among middle schoolers designing computer games about climate change,2019,International Journal of STEM Education,broad,0.6333333333333333,3,50.0,50.0,35.0,3.0,123.0,Computational thinking; Science education; Mathematics education; Curriculum; Process (computing),p2_2013_2019
10.1145/3159450.3159593,Increasing student self-efficacy in computational thinking via STEM outreach programs,Increasing student self-efficacy in computational thinking via STEM outreach programs,2018,SIGCSE'18: PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.7250000000000001,3,50.0,50.0,43.0,,185.0,Outreach; Computational thinking; Socioeconomic status; Psychological intervention; Variety (cybernetics),p2_2013_2019
10.1002/pra2.2016.14505301092,"Computational thinking is critical thinking: Connecting to university discourse, goals, and learning outcomes","Computational thinking is critical thinking: Connecting to university discourse, goals, and learning outcomes",2016,Proceedings of the Association for Information Science and Technology,core,0.9083333333333334,3,50.0,50.0,39.0,,247.0,Critical thinking; Mathematics education; Sociology; Pedagogy; Epistemology,p2_2013_2019
10.1145/2978249.2978272,Abstraction and common classroom activities,Abstraction and common classroom activities,2016,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,50.0,50.0,19.0,1.85,39.0,Abstraction; Computational thinking; Computer science; Mathematics education; Process (computing),p2_2013_2019
10.1109/fie.2013.6685067,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,2013,"Proceedings - Frontiers in Education Conference, FIE",core,0.9083333333333334,3,50.0,50.0,39.0,,136.0,Computational thinking; Leverage (statistics); Creative thinking; Creativity; Mathematics education,p2_2013_2019
10.1080/17439884.2018.1563106,"Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement","Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement",2019,"Learning, Media and Technology",broad,0.6666666666666667,2,48.0,48.0,40.0,,164.0,Affect (linguistics); Transformative learning; Coding (social sciences); Context (archaeology); Psychology,p2_2013_2019
10.1145/3059009.3059017,The solothurn project - Bringing computer science education to primary schools in Switzerland,The solothurn project - Bringing computer science education to primary schools in Switzerland,2017,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",core,0.8166666666666667,3,48.0,48.0,20.0,,63.0,Computational thinking; Computer science; Scalability; Inclusion (mineral); Mathematics education,p2_2013_2019
10.1007/978-3-319-55553-9_12,A scenario-based approach for designing educational robotics activities for co-creative problem solving,A scenario-based approach for designing educational robotics activities for co-creative problem solving,2017,Advances in Intelligent Systems and Computing,broad,0.6333333333333333,3,47.0,47.0,32.0,,102.0,Robotics; Creativity; Artificial intelligence; Computational thinking; Curriculum,p2_2013_2019
10.1145/2538862.2538940,Integrating computational and creative thinking to improve learning and performance in CS1,Integrating computational and creative thinking to improve learning and performance in CS1,2014,PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14),broad,0.6666666666666667,2,47.0,47.0,42.0,,104.0,Computational thinking; Premise; Mathematics education; Leverage (statistics); Generativity,p2_2013_2019
10.1145/2462476.2462479,A nationwide exam as a tool for improving a new curriculum,A nationwide exam as a tool for improving a new curriculum,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",broad,0.5416666666666667,3,47.0,47.0,44.0,5.0,75.0,Christian ministry; Curriculum; Computational thinking; Test (biology); Medical education,p2_2013_2019
10.1145/2676723.2677256,Scratch: A way to logo and python,Scratch: A way to logo and python,2015,,broad,0.6333333333333333,3,46.0,46.0,36.0,3.0,132.0,Scratch; Computer science; Python (programming language); Transition (genetics); Mathematics education,p2_2013_2019
10.15388/infedu.2019.07,"Computational thinking self-efficacy scale: Development, validity and reliability","Computational thinking self-efficacy scale: Development, validity and reliability",2019,Informatics in Education,broad,0.7583333333333333,2,45.0,45.0,47.0,,187.0,Cronbach's alpha; Exploratory factor analysis; Reliability (semiconductor); Scale (ratio); Psychology,p2_2013_2019
10.30935/cet.414798,Publication trends over 10 years of computational thinking research,Publication trends over 10 years of computational thinking research,2018,Contemporary Educational Technology,core,1.0,3,45.0,45.0,44.0,,173.0,Nonprobability sampling; Field (mathematics); Sampling (signal processing); Research design; Descriptive statistics,p2_2013_2019
10.1177/0735633115612785,Gaming in Second Life via Scratch4SL: Engaging High School Students in Programming Courses,Gaming in Second Life via Scratch4SL: Engaging High School Students in Programming Courses,2016,Journal of Educational Computing Research,core,1.0,3,45.0,45.0,45.0,,161.0,Affordance; Constructionism; Computer science; Computational thinking; Mathematics education,p2_2013_2019
10.1007/978-3-642-36617-8_4,Informatics for all high school students: A computational thinking approach,Informatics for all high school students: A computational thinking approach,2013,Lecture Notes in Computer Science,broad,0.6333333333333333,3,45.0,45.0,32.0,,55.0,Informatics; Curriculum; Computer science; Computational thinking; Mathematics education,p2_2013_2019
10.1145/3311927.3323152,Is My game ok Dr. scratch?: Exploring programming and computational thinking development via metrics in student-designed serious games for S,Is My game ok Dr. scratch?: Exploring programming and computational thinking development via metrics in student-designed serious games for STEM,2019,PROCEEDINGS OF ACM INTERACTION DESIGN AND CHILDREN (IDC 2019),core,1.0,3,44.0,44.0,53.0,,187.0,Scratch; Computer science; Computational thinking; Curriculum; Abstraction,p2_2013_2019
10.15388/infedu.2019.19,The effect of unplugged coding activities on computational thinking skills of middle school students,The effect of unplugged coding activities on computational thinking skills of middle school students,2019,Informatics in Education,core,1.0,3,44.0,44.0,47.0,,295.0,Computational thinking; Mathematics education; Axial coding; Coding (social sciences); Creativity,p2_2013_2019
10.17275/per.19.10.6.2,The effects of programming education planned with TPACK framework on learning outcomes,The effects of programming education planned with TPACK framework on learning outcomes,2019,Participatory Educational Research,core,0.8500000000000001,2,44.0,44.0,39.0,,250.0,Turkish; Mathematics education; Test (biology); Perception; Academic achievement,p2_2013_2019
10.1145/3059009.3059012,Computing curriculum in middle schools - An experience report,Computing curriculum in middle schools - An experience report,2017,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",broad,0.7250000000000001,3,44.0,44.0,10.0,,46.0,Curriculum; Computer science; Mathematics education; Pedagogy; Sociology,p2_2013_2019
10.1145/3078072.3079740,Using eye-tracking to unveil differences between kids and teens in coding activities,Using eye-tracking to unveil differences between kids and teens in coding activities,2017,PROCEEDINGS OF THE 2017 ACM CONFERENCE ON INTERACTION DESIGN AND CHILDREN (IDC 2017),broad,0.5416666666666667,3,44.0,44.0,43.0,,127.0,Computational thinking; Coding (social sciences); Eye tracking; Gaze; Computer science,p2_2013_2019
10.1145/3012430.3012490,Computational thinking in pre-university education,Computational thinking in pre-university education,2016,ACM International Conference Proceeding Series,core,1.0,3,44.0,44.0,31.0,,137.0,Computational thinking; Coding (social sciences); Computer science; 21st century skills; European union,p2_2013_2019
10.1108/ils-05-2019-0042,"Connecting moments of creativity, computational thinking, collaboration and new media literacy skills","Connecting moments of creativity, computational thinking, collaboration and new media literacy skills",2019,Information and Learning Science,broad,0.5416666666666667,3,43.0,43.0,42.0,1.0,397.0,Creativity; Curriculum; Mathematics education; Computational thinking; Process (computing),p2_2013_2019
10.1109/tale.2018.8615232,Computational Thinking Education for Children: Algorithmic Thinking and Debugging,Computational Thinking Education for Children: Algorithmic Thinking and Debugging,2018,,core,1.0,3,43.0,43.0,42.0,,134.0,Computational thinking; Debugging; Thriving; Curriculum; Computer science,p2_2013_2019
10.1109/iwsc.2017.7880506,Software clones in scratch projects: On the presence of copy-and-paste in computational thinking learning,Software clones in scratch projects: On the presence of copy-and-paste in computational thinking learning,2017,,core,0.8166666666666667,3,43.0,43.0,37.0,,89.0,Scratch; Cloning (programming); Computer science; Software; Computational thinking,p2_2013_2019
10.1007/978-981-13-6528-7_5,Computational Thinking Processes and Their Congruence with Problem-Solving and Information Processing,Computational Thinking Processes and Their Congruence with Problem-Solving and Information Processing,2019,,broad,0.5416666666666667,3,42.0,42.0,43.0,,198.0,Computational thinking; Competence (human resources); Computer science; Congruence (geometry); Information processing,p2_2013_2019
10.1145/3287324.3287405,How many abilities can we measure in computational thinking? A study on bebras challenge,How many abilities can we measure in computational thinking? A study on bebras challenge,2019,SIGCSE '19: PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,core,1.0,3,41.0,41.0,45.0,,101.0,Computer science; Generalization; CONTEST; Simple (philosophy); Principal component analysis,p2_2013_2019
10.1145/3364510.3364513,Fifteen years of introductory programming in schools: A global overview of K-12 initiatives,Fifteen years of introductory programming in schools: A global overview of K-12 initiatives,2019,ACM International Conference Proceeding Series,broad,0.7250000000000001,3,41.0,41.0,42.0,,61.0,Outreach; Computational thinking; Computer science; Curriculum; Context (archaeology),p2_2013_2019
10.15388/infedu.2015.11,Testing algorithmic skills in traditional and non-traditional programming environments,Testing algorithmic skills in traditional and non-traditional programming environments,2015,Informatics in Education,broad,0.6333333333333333,3,41.0,41.0,33.0,,94.0,Informatics; Attrition; Computational thinking; Computer science; Mathematics education,p2_2013_2019
10.15388/infedu.2018.17,"Programming approaches to computational thinking: Integrating turtle geometry, dynamic manipulation and 3D space","Programming approaches to computational thinking: Integrating turtle geometry, dynamic manipulation and 3D space",2018,Informatics in Education,core,0.8166666666666667,3,40.0,40.0,42.0,,131.0,Affordance; Constructionism; Computational thinking; Strict constructionism; Computer science,p2_2013_2019
10.1007/s41039-015-0006-0,An exploration of problem posing-based activities as an assessment tool and as an instructional strategy,An exploration of problem posing-based activities as an assessment tool and as an instructional strategy,2015,Research and Practice in Technology Enhanced Learning,broad,0.5416666666666667,3,40.0,40.0,31.0,,,Computer science; Field (mathematics); Class (philosophy); Mathematics education; Quality (philosophy),p2_2013_2019
10.1016/j.ijcci.2019.03.004,"Technology Comprehension — Combining computing, design, and societal reflection as a national subject","Technology Comprehension — Combining computing, design, and societal reflection as a national subject",2019,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,39.0,39.0,29.0,,148.0,Subject (documents); Comprehension; Reflection (computer programming); Computer science; Engineering ethics,p2_2013_2019
10.1080/07370008.2018.1539738,Student Explanations in the Context of Computational Science and Engineering Education,Student Explanations in the Context of Computational Science and Engineering Education,2019,Cognition and Instruction,broad,0.5416666666666667,3,39.0,39.0,37.0,2.5,88.0,Mathematics education; Coding (social sciences); Computer science; Field (mathematics); Context (archaeology),p2_2013_2019
10.1145/3362789.3362874,Learning computational thinking and social skills development in young children through problem solving with educational robotics,Learning computational thinking and social skills development in young children through problem solving with educational robotics,2019,ACM International Conference Proceeding Series,broad,0.5416666666666667,3,39.0,39.0,35.0,,120.0,Rubric; Computational thinking; Educational robotics; Robotics; Mathematics education,p2_2013_2019
10.1007/s11423-013-9327-0,"Construction, categorization, and consensus: Student generated computational artifacts as a context for disciplinary reflection","Construction, categorization, and consensus: Student generated computational artifacts as a context for disciplinary reflection",2014,Educational Technology Research and Development,core,0.8166666666666667,3,39.0,39.0,37.0,5.0,159.0,Categorization; Computer science; Formative assessment; Context (archaeology); Mathematics education,p2_2013_2019
10.1145/2593968.2610489,RaBit EscApe: A board game for computational thinking,RaBit EscApe: A board game for computational thinking,2014,ACM International Conference Proceeding Series,core,1.0,3,39.0,39.0,38.0,,92.0,Reading (process); Literacy; Computer science; Mathematics education; Core (optical fiber),p2_2013_2019
10.1016/j.sbspro.2014.05.119,Taking Computer Science and Programming into Schools: The Glyndwr/BCS Turing Project,Taking Computer Science and Programming into Schools: The Glyndwr/BCS Turing Project,2014,4TH WORLD CONFERENCE ON LEARNING TEACHING AND EDUCATIONAL LEADERSHIP (WCLTA-2013),broad,0.6333333333333333,3,37.0,37.0,30.0,3.8,115.0,IBM; Computational thinking; Syllabus; Curriculum; Computer science,p2_2013_2019
10.1109/educon.2014.6826147,Use of cutting edge educational tools for an initial programming course,Use of cutting edge educational tools for an initial programming course,2014,"IEEE Global Engineering Education Conference, EDUCON",core,0.8166666666666667,3,37.0,37.0,35.0,,110.0,Computational thinking; Curriculum; Computer science; Mathematics education; Experiential learning,p2_2013_2019
10.1145/2445196.2445226,Application of the cognitive apprenticeship framework to a middle school robotics camp,Application of the cognitive apprenticeship framework to a middle school robotics camp,2013,,broad,0.6666666666666667,2,37.0,37.0,,,75.0,Cognitive apprenticeship; Robotics; Apprenticeship; Coaching; Artificial intelligence,p2_2013_2019
10.1145/2445196.2445227,Using scaffolded examples to teach computational thinking concepts,Using scaffolded examples to teach computational thinking concepts,2013,,broad,0.7250000000000001,3,37.0,37.0,,,101.0,Computational thinking; Computer science; Set (abstract data type); Abstraction; Outreach,p2_2013_2019
