policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.4086009,OECD Telecommunication and Broadcasting Review of Mexico 2017,2017,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4086009,http://www.oecd.org/,Computational Thinking,policy_document
policy.4085920,OECD Digital Economy Outlook 2017,2017,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4085920,http://www.oecd.org/,Computational Thinking,policy_document
policy.4085541,Getting Skills Right: Italy,2017,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4085541,http://www.oecd.org/,Computational Thinking,policy_document
policy.4085431,"Economic Outlook for Southeast Asia, China and India 2018",2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4085431,http://www.oecd.org/,Computational Thinking,policy_document
policy.4085281,Teachers as Designers of Learning Environments,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4085281,http://www.oecd.org/,Computational Thinking,policy_document
policy.4085141,Education Policy Outlook 2018,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4085141,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084994,Education Policy in Japan,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084994,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084813,Developing Schools as Learning Organisations in Wales,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084813,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084363,Developing Minds in the Digital Age,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084363,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084320,OECD Yearbook 2017,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084320,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084291,OECD Skills Outlook 2019,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084291,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084220,Artificial Intelligence in Society,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084220,http://www.oecd.org/,Computational Thinking,policy_document
policy.4084195,TALIS 2018 Results (Volume I),2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4084195,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083975,Educating 21st Century Children,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083975,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083898,OECD Reviews of Digital Transformation: Going Digital in Colombia,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083898,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083851,Supporting Entrepreneurship and Innovation in Higher Education in Austria,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083851,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083696,"Economic Outlook for Southeast Asia, China and India 2020",2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083696,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083639,Digital Government in Mexico,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083639,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083419,PISA 2018 Results (Volume IV),2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083419,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083348,Making the Most of Technology for Learning and Training in Latin America,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083348,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083170,Latin American Economic Outlook 2020,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083170,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083100,Education in the Digital Age,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083100,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083062,Going Digital in Brazil,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083062,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083015,Curriculum Overload,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083015,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083013,What Students Learn Matters,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083013,http://www.oecd.org/,Computational Thinking,policy_document
policy.4083008,OECD Digital Economy Outlook 2020,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4083008,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082976,OECD-Wirtschaftsberichte: Deutschland 2020,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082976,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082975,OECD Economic Surveys: Germany 2020,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082975,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082965,Perspectives de l'OCDE sur les compétences 2019,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082965,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082792,OECD Economic Surveys: Chile 2021,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082792,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082755,Delivering Quality Education and Health Care to All,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082755,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082678,Teachers and Leaders in Vocational Education and Training,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082678,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082657,Economic Policy Reforms 2021,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082657,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082626,OECD Skills Strategy Kazakhstan,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082626,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082607,21st-Century Readers,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082607,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082592,Adapting Curriculum to Bridge Equity Gaps,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082592,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082550,"OECD Economic Outlook, Volume 2021 Issue 1",2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082550,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082537,OECD Digital Education Outlook 2021,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082537,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082526,Raising Skills in SMEs in the Digital Transformation,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082526,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082515,OECD Economic Surveys: Netherlands 2021,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082515,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082514,Civic Space Scan of Finland,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082514,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082071,OECD Economic Surveys: Portugal 2021,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082071,http://www.oecd.org/,Computational Thinking,policy_document
policy.4082016,Embedding Values and Attitudes in Curriculum,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4082016,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081855,OECD Economic Surveys: Romania 2022,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081855,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081854,OECD Economic Surveys: New Zealand 2022,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081854,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081762,OECD Economic Surveys: Latvia 2022,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081762,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081753,Mending the Education Divide,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081753,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081615,"Building on COVID-19's Innovation Momentum for Digital, Inclusive Education",2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081615,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081488,OECD Economic Surveys: Slovenia 2022,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081488,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081312,En finir avec la fracture scolaire,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081312,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081280,OECD Economic Surveys: Lithuania 2022,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081280,http://www.oecd.org/,Computational Thinking,policy_document
policy.4081205,OECD Economic Surveys: Luxembourg 2022,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4081205,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080872,Case Study Compendium - Starting Strong VII,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080872,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080871,Empowering Young Children in the Digital Age,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080871,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080852,Advancing Digital Maturity in Croatia’s Higher Education System,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080852,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080847,Innovating Assessments to Measure and Support Complex Skills,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080847,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080846,Adolescent Education and Pre-Employment Interventions in Australia,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080846,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080833,OECD Economic Surveys: Germany 2023,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080833,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080648,Shaping Digital Education,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080648,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080644,OECD Employment Outlook 2023,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080644,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080587,Building Future-Ready Vocational Education and Training Systems,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080587,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080571,PISA 2022 Assessment and Analytical Framework,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080571,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080544,"Education at a Glance 2023 Sources, Methodologies and Technical Notes",2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080544,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080328,PISA 2022 Results (Volume I),2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080328,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080327,PISA 2022 Ergebnisse (Band I),2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080327,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080296,OECD Digital Education Outlook 2023,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080296,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080295,Country Digital Education Ecosystems and Governance,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080295,http://www.oecd.org/,Computational Thinking,policy_document
policy.4080113,PISA 2022 Technical Report,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4080113,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079988,What Does Child Empowerment Mean Today?,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079988,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079896,Western Balkans Competitiveness Outlook 2024: Serbia,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079896,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079631,PISA 2022 Results (Volume V),2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079631,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079415,Education in the Eastern Partnership: Findings from PISA,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079415,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079395,An Evolution of Mathematics Curriculum,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079395,http://www.oecd.org/,Computational Thinking,policy_document
policy.4079369,OECD Economic Surveys: Chile 2025,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4079369,http://www.oecd.org/,Computational Thinking,policy_document
policy.4077209,Skills for a Digital World,2016,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4077209,http://www.oecd.org/,Computational Thinking,policy_document
policy.4076886,What does innovation in pedagogy look like?,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4076886,http://www.oecd.org/,Computational Thinking,policy_document
policy.4076833,A brave new world,2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4076833,http://www.oecd.org/,Computational Thinking,policy_document
policy.4076817,"AI: Intelligent machines, smart policies",2018,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4076817,http://www.oecd.org/,Computational Thinking,policy_document
policy.4076483,Education 2030 Curriculum Content Mapping,2019,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4076483,http://www.oecd.org/,Computational Thinking,policy_document
policy.4075938,Curriculum Analysis of the OECD Future of Education and Skills 2030,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4075938,http://www.oecd.org/,Computational Thinking,policy_document
policy.4075911,Education Policy Outlook in the Czech Republic,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4075911,http://www.oecd.org/,Computational Thinking,policy_document
policy.4075698,State of implementation of the OECD AI Principles,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4075698,http://www.oecd.org/,Computational Thinking,policy_document
policy.4075396,Firms going digital,2021,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4075396,http://www.oecd.org/,Computational Thinking,policy_document
policy.4075270,Enhancing labour market relevance and outcomes of higher education: Country note Austria,2022,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4075270,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074697,Untapping the potential of resource banks in the classroom,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074697,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074606,The state of implementation of the OECD AI Principles four years on,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074606,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074597,Singularity Experts: Online career guidance platform,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074597,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074576,Education and innovation for the digital and green transitions: How higher education can support effective curricula in schools,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074576,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074437,Policy dialogues in focus for Brazil,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074437,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074285,Promoting students’ competencies and effective pedagogies for the 21st century in the German-speaking Community of Belgium,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074285,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074101,Technology use at school and students’ learning outcomes,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074101,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074040,School partnerships addressing child well-being and digital technology,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074040,http://www.oecd.org/,Computational Thinking,policy_document
policy.4074008,Future-focused mathematics curricula,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4074008,http://www.oecd.org/,Computational Thinking,policy_document
policy.4073928,How can innovative technologies transform vocational education and training,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4073928,http://www.oecd.org/,Computational Thinking,policy_document
policy.4073922,What should teachers teach and students learn in a future of powerful AI?,2025,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.4073922,http://www.oecd.org/,Computational Thinking,policy_document
policy.4047427,"Proposed Priorities and Definitions-Secretary's Supplemental Priorities and Definitions on Evidence-Based Literacy, Education Choice, and Returning Education to the States",2025,United States Department of Education,Government,Government,grid.419881.d,US,United States,District of Columbia,Washington D.C.,38.886513,-77.01885,https://app.dimensions.ai/details/policy_documents/policy.4047427,http://www.ed.gov/,Computational Thinking,policy_document
policy.4045531,Shaping the Future of Learning: The Role of AI in Education 4.0,2024,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.4045531,https://www.weforum.org/,Computational Thinking,policy_document
policy.4045244,Global Skills Taxonomy Adoption Toolkit: Defining a Common Skills Language for a Future-Ready Workforce,2025,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.4045244,https://www.weforum.org/,Computational Thinking,policy_document
policy.4043789,Early and late adopter effects between schools in a one-to-one computer initiative,2023,"Nordic Institute for Studies in Innovation, Research and Education",Nonprofit,Nonprofit,grid.425896.4,NO,Norway,,Oslo,59.914852,10.776472,https://app.dimensions.ai/details/policy_documents/policy.4043789,http://www.nifu.no/en/,Computational Thinking,policy_document
policy.4043447,The Cognitive Benefits of Learning Computer Programming: A Meta-Analysis of Transfer Effects,2018,"Nordic Institute for Studies in Innovation, Research and Education",Nonprofit,Nonprofit,grid.425896.4,NO,Norway,,Oslo,59.914852,10.776472,https://app.dimensions.ai/details/policy_documents/policy.4043447,http://www.nifu.no/en/,Computational Thinking,policy_document
policy.4033736,Skills Policies for Resilience,2024,International Labour Organization,Government,Government,grid.462396.c,CH,Switzerland,,Geneva,46.229393,6.134266,https://app.dimensions.ai/details/policy_documents/policy.4033736,http://www.ilo.org/global/lang--en/index.htm,Computational Thinking,policy_document
policy.4033486,What Works to Advance Women's Digital Literacy?,2025,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.4033486,http://www.worldbank.org/,Computational Thinking,policy_document
policy.4033429,Digital Economy for Latin America and the Caribbean - Country Diagnostic,2023,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.4033429,http://www.worldbank.org/,Computational Thinking,policy_document
policy.4020205,Azerbaijan Rural Digital Needs Assessment,2025,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.4020205,http://www.worldbank.org/,Computational Thinking,policy_document
