ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.1007/978-3-031-44900-0_9,Combining Models to Orchestrate an Instructional Scenario Fostering Computational Thinking in Educational Robotics,2023,Lecture Notes in Computer Science,Conference paper,True,hybrid,0.0,0.0,0.0,0.0,,,,,,5.0,0.0,Orchestration; Computational thinking; Computer science; Class (philosophy); Artificial intelligence,0.0,0.0,5.0,True,exact|context|concepts
broad,10.1007/978-3-031-45645-9_15,Education and Characteristics of Computational Thinking: A Systematic Literature Review,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,1.0,1.0,1.0,1.0,,,,,,11.0,0.0,Systematic review; Management science; Psychology; Mathematics education; Epistemology,1.0,0.0,11.0,False,exact|context
broad,10.1007/978-3-031-45645-9_46,Training Computational Thinking to Leverage Citizens of Next Generation,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,1.0,1.0,1.0,0.0,,,,,,0.0,0.0,Leverage (statistics); Computer science; Artificial intelligence,1.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-031-45667-1_11,Introduction to How Digital Resources Transform Content,2024,Springer International Handbooks of Education,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,8.0,0.0,Digital content; Content (measure theory); Computer science; Business; Multimedia,0.0,0.0,8.0,False,exact|context
broad,10.1007/978-3-031-45667-1_12,Computational Thinking and Mathematics,2024,Springer International Handbooks of Education,Book chapter,False,closed,3.0,3.0,3.0,,,,,,,20.0,1.0,Mathematics education; Computer science; Mathematics; Epistemology; Philosophy,3.0,0.0,20.0,False,exact|context|concepts
broad,10.1007/978-3-031-45667-1_17,Transforming Arithmetic Through Digital Resources,2024,Springer International Handbooks of Education,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,0.0,0.0,Arithmetic; Computer science; Mathematics,0.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-031-45667-1_55,"The Politics of Computational Thinking and Programming in Mathematics Education: Comparing Curricula and Resources in England, Sweden, and Denmark",2024,Springer International Handbooks of Education,Book chapter,False,closed,2.0,1.0,1.0,,,,,,,15.0,0.0,Curriculum; Mathematics education; Politics; Computational thinking; Political science,2.0,0.0,15.0,False,exact|context|concepts
broad,10.1007/978-3-031-46933-6_14,Development and Evaluation of a Diagnostic Exam for Undergraduate Biomedical Engineering Students Using GPT Language Model-Based Virtual Agents,2024,IFMBE Proceedings,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,20.0,4.0,CLARITY; Rasch model; Computer science; Reliability (semiconductor); Mathematics education,1.0,0.0,20.0,False,concepts
broad,10.1007/978-3-031-47372-2_10,Teaching Strategy for Enabling Technologies of Industry 4.0 to High School Students,2024,Communications in Computer and Information Science,Conference paper,False,closed,1.0,1.0,2.0,1.0,,,,,,4.0,0.0,Economic shortage; The Internet; Face (sociological concept); Emerging technologies; Computer science,1.0,0.0,4.0,False,exact
broad,10.1007/978-3-031-47448-4_27,Introducing Coding to Children with Scratch: A Pilot Study,2023,Lecture Notes in Networks and Systems,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,14.0,0.0,Scratch; Coding (social sciences); Computer science; Scripting language; Competence (human resources),1.0,0.0,14.0,False,exact|context
broad,10.1007/978-3-031-47658-7_21,Integrating Storytelling and Making: A Case Study in Elementary School,2023,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,1.0,,,,,,16.0,0.0,Digital storytelling; Storytelling; Narrative; Computer science; Mathematics education,1.0,0.0,16.0,False,exact|context|concepts
broad,10.1007/978-3-031-47658-7_5,Fostering Interdisciplinary Learning for Elementary Students Through Developing Interactive Digital Stories,2023,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,2.0,1.0,,,,,,36.0,4.0,Affordance; Narrative; Digital storytelling; Storytelling; Computer science,1.0,0.0,36.0,False,exact|context
broad,10.1007/978-3-031-48536-7_1,A Framework for Creating Virtual Escape Rooms to Teach Computational Thinking,2024,Communications in Computer and Information Science,Conference paper,False,closed,2.0,1.0,1.0,0.0,,,,,,16.0,1.0,Computational thinking; Computer science; Theme (computing); Curriculum; Mathematics education,2.0,0.0,16.0,False,exact|context|concepts
broad,10.1007/978-3-031-48536-7_2,Value of Explicit Instruction in Teaching Computer Programming to Post-graduate Students: The Kirkpatrick Training Evaluation Model,2024,"ICT EDUCATION, SACLA 2023",Proceedings Paper,False,closed,0.0,0.0,,0.0,,,,,,5.0,0.0,Computer science; Psychological intervention; Thematic analysis; Computer programming; Mathematics education,0.0,0.0,5.0,False,exact|context|concepts
broad,10.1007/978-3-031-48536-7_4,Factors Determining the Success of Online Learning Videos for Programming,2024,Communications in Computer and Information Science,Conference paper,False,closed,5.0,4.0,5.0,5.0,,,,,,13.0,1.0,Expectancy theory; Computer science; Online learning; Relevance (law); Massive open online course,5.0,0.0,13.0,False,exact|context
broad,10.1007/978-3-031-49212-9_15,Onírica: Device with Tangible Interface for the Development of Computational Thinking,2024,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Interface (matter); Computer science; Human–computer interaction; Interface design; User interface,0.0,0.0,3.0,False,exact
broad,10.1007/978-3-031-49212-9_33,Enhancing Prototyping Skills of K-12 Students Through Lemon: A Bio-Inspired Robotics Kit,2024,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,21.0,0.0,Computer science; Robot; Dialog box; Rapid prototyping; Popularity,0.0,0.0,21.0,False,exact|context
broad,10.1007/978-3-031-50139-5_6,The Role of Computers in Education in the Era of the Fourth Industrial Revolution,2024,EAI/Springer Innovations in Communication and Computing,Book chapter,False,closed,1.0,1.0,1.0,,,,,,,30.0,4.0,Computer science; Mathematics education; Industrial Revolution; Animation; The Internet,1.0,0.0,30.0,False,exact|context|concepts
broad,10.1007/978-3-031-50139-5_7,"Play, Code, Learn: Fostering Computational Thinking in Primary Aged Learners Through Interactive Play",2024,EAI/Springer Innovations in Communication and Computing,Book chapter,False,closed,4.0,4.0,2.0,,1.0,1.0,1.0,1.0,,31.0,0.0,Computational thinking; Curriculum; Mathematics education; Code (set theory); Computer science,4.0,1.0,31.0,False,exact|context|concepts
broad,10.1007/978-3-031-50381-8_105,When and Where Conceptual Maths Equals to Conceptual Modeling: Reasons for Using in Cognitive Modeling,2024,Studies in Computational Intelligence,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,1.0,0.0,Cognition; Computer science; Cognitive science; Mathematics education; Mathematics,1.0,0.0,1.0,False,exact||concepts
broad,10.1007/978-3-031-51452-4_9,How Players Develop Computational Thinking While Modeling Character Behaviors in Gameplay,2024,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,11.0,1.0,Computer science; Computational thinking; Human–computer interaction; Coding (social sciences); Petri net,0.0,0.0,11.0,False,exact||concepts
broad,10.1007/978-3-031-51474-6_28,Mathematics Curricula in the Digital Era: Policy and Implementation,2024,Springer International Handbooks of Education,Book chapter,False,closed,1.0,1.0,1.0,,,,,,,9.0,0.0,Curriculum; Mathematics education; Political science; Computer science; Engineering ethics,1.0,0.0,9.0,False,exact||concepts
broad,10.1007/978-3-031-52667-1_35,Rethinking Research Methodology in DL Computational Design and Digital Fabrication: A Case Study of the Challenges and Opportunities of Project-Based Learning,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,6.0,0.0,Computer science; Engineering management; Systems engineering; Engineering; Management science,0.0,0.0,6.0,False,context
broad,10.1007/978-3-031-53022-7_47,Playing Video Games to Learn Computational Thinking? A Case Study of Game-Based Learning in Secondary CS Education,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,2.0,1.0,1.0,1.0,,,,,,15.0,1.0,"Computational thinking; Mathematics education; Video game design; Turns, rounds and time-keeping systems in games; Computer science",2.0,0.0,15.0,False,exact|context|concepts
broad,10.1007/978-3-031-53433-1_12,Machine Learning as a Methodological Resource in the Classroom,2024,Lecture Notes on Data Engineering and Communications Technologies,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,32.0,4.0,Artificial intelligence; Computer science; Process (computing); Resource (disambiguation); The Internet,0.0,0.0,32.0,False,exact|context
broad,10.1007/978-3-031-53827-8_26,Cascade Mentoring Experience to Engage High School Learners in AI and Robotics Through Project-Based Learning,2024,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,0.0,2.0,2.0,,,,,,27.0,2.0,Robotics; Curriculum; Artificial intelligence; Computer science; Educational robotics,1.0,0.0,27.0,False,exact|context|concepts
broad,10.1007/978-3-031-53865-0_18,"Arts and Integrative Medicine: A Doctor’s Journey to Healing Mind, Body, and Soul",2024,Springer Series on Cultural Computing,Book chapter,False,closed,1.0,1.0,0.0,,,,,,,0.0,0.0,Soul; The arts; Integrative medicine; Mind–body problem; Psychology,1.0,0.0,0.0,False,context
broad,10.1007/978-3-031-54235-0_36,Strategies and Skills in STEAM Education Systematic Review of the Literature,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,3.0,3.0,1.0,,,,,,,71.0,3.0,Systematic review; Engineering ethics; Engineering; Political science; MEDLINE,3.0,0.0,71.0,False,exact|context
broad,10.1007/978-3-031-54256-5_27,Contributes of the Integration Between Computational Thinking and Artificial Intelligence for Mathematics Education,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,3.0,2.0,4.0,,,,,,,45.0,5.0,Mathematics education; Cognitive science; Computer science; Artificial intelligence; Psychology,3.0,0.0,45.0,False,exact|context|concepts
broad,10.1007/978-3-031-54256-5_42,Didactic Strategy for the Teaching of Educational Robotics and Programming at Secondary Level,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,1.0,0.0,0.0,,,,,,,12.0,0.0,Robotics; Artificial intelligence; Mathematics education; Computer science; Psychology,1.0,0.0,12.0,False,exact|context|concepts
broad,10.1007/978-3-031-54277-0_5,From Project-Based Learning to Innovative Technologies in Mechatronics Course: A Case Study in a Private University in Mexico City,2024,Studies in Big Data,Book chapter,False,closed,2.0,2.0,1.0,,0.5,1.0,1.0,1.0,,6.0,0.0,Mechatronics; Sustainability; Engineering; Project-based learning; Work (physics),2.0,0.5,6.0,False,context
broad,10.1007/978-3-031-54975-5_12,Anticipating User Needs: Insights from Design Fiction on Conversational Agents for Computational Thinking,2024,Lecture Notes in Computer Science,Conference paper,False,closed,20.0,14.0,7.0,4.0,0.75,2.0,2.0,2.0,,32.0,1.0,Computer science; Usability; Implementation; Computational thinking; Human–computer interaction,20.0,0.75,32.0,False,exact|context|concepts
broad,10.1007/978-3-031-55245-8_24,Mental Representations About Tangible Programming in Early Childhood Education,2024,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,13.0,0.0,Computer science; Human–computer interaction; Mental representation; Multimedia; Cognitive science,0.0,0.0,13.0,False,exact|context
broad,10.1007/978-3-031-56075-0_8,Cultivating Computational Thinking in Early Years Through Board Games. The Cthink.it Approach,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,2.0,1.0,1.0,0.0,,,,,,20.0,0.0,Computational thinking; Computer science; Mathematics education; Psychology; Human–computer interaction,2.0,0.0,20.0,False,exact|context|concepts
broad,10.1007/978-3-031-57575-4_11,Concept Takes Command: A Proposal to Teach and Learn Architectural Graphics with Digital Tools,2024,Springer Series in Design and Innovation,Book chapter,False,closed,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,2.0,0.0,Computer science; Graphics; Computer graphics (images); Multimedia; Human–computer interaction,0.0,1.0,2.0,False,exact
broad,10.1007/978-3-031-58363-6_8,Deep Learning in Educational Scenario,2024,Integrated Science,Book chapter,True,hybrid,0.0,0.0,0.0,,,,,,,15.0,0.0,Computer science; Artificial intelligence; Psychology,0.0,0.0,15.0,True,exact|context
broad,10.1007/978-3-031-60713-4_10,Creating Mobile Applications with Artificial Intelligence Adopting Computational Action,2024,Integrated Science,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,1.0,1.0,Action (physics); Computer science; Artificial intelligence; Human–computer interaction; Cognitive science,0.0,0.0,1.0,False,context
broad,10.1007/978-3-031-61194-0,IEA international computer and information literacy study 2023: Assessment framework,2024,,Book,True,gold,20.0,32.0,7.0,,,,,,,136.0,5.0,Information literacy; Political science; Computer science; Library science,20.0,0.0,136.0,True,exact
broad,10.1007/978-3-031-61194-0_1,Introduction,2024,,Book chapter,True,gold,1.0,0.0,1.0,,,,,,,1.0,0.0,Political science,1.0,0.0,1.0,True,exact
broad,10.1007/978-3-031-61194-0_3,Computational thinking framework,2024,,Book chapter,True,gold,5.0,2.0,1.0,,,,,,,30.0,3.0,Computer science,5.0,0.0,30.0,True,exact|context
broad,10.1007/978-3-031-61194-0_4,Contextual framework,2024,,Book chapter,True,gold,2.0,0.0,1.0,,,,,,,11.0,0.0,Computer science,2.0,0.0,11.0,True,exact
broad,10.1007/978-3-031-61194-0_5,ICILS instruments,2024,,Book chapter,True,gold,4.0,1.0,0.0,,,,,,,6.0,0.0,Computer science,4.0,0.0,6.0,True,exact
broad,10.1007/978-3-031-62058-4_16,A Systematic Review of Robotics’ Transformative Role in Education,2024,Communications in Computer and Information Science,Conference paper,False,closed,6.0,5.0,3.0,,,,,,,20.0,0.0,Transformative learning; Robotics; Artificial intelligence; Computer science; Psychology,6.0,0.0,20.0,False,exact|context
broad,10.1007/978-3-031-63031-6_9,Educational Games for Computational Thinking: Evaluation of the Scaffolded aMazeD Game,2024,Lecture Notes in Computer Science,Conference paper,False,closed,2.0,2.0,2.0,1.0,,,,,,6.0,1.0,Computer science; Computational thinking; Educational game; Human–computer interaction; Game theory,2.0,0.0,6.0,False,exact||concepts
broad,10.1007/978-3-031-63139-9_60,Research on the Investigation Model of the Implementation of Mooc/spoc Mixed Teaching Mode in Colleges and Universities Based on Computer,2024,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",Conference paper,False,closed,0.0,0.0,0.0,,,,,,,6.0,1.0,Mode (computer interface); Mathematics education; Computer science; Multimedia; Sociology,0.0,0.0,6.0,False,exact|context|concepts
broad,10.1007/978-3-031-63382-9_21,Next Generation Socioscientific Issues Education: Incorporating Practices in SSI Learning Experiences,2024,Contemporary Trends and Issues in Science Education,Book chapter,False,closed,2.0,2.0,1.0,,,,,,,6.0,0.0,Mathematics education; Pedagogy; Political science; Engineering ethics; Medical education,2.0,0.0,6.0,False,exact|context
broad,10.1007/978-3-031-63701-8_12,Unleashing IT Innovation in Education Based on Meta Learning Approach in English Language Classroom,2025,"Advances in Science, Technology and Innovation",Book chapter,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Mathematics education; English language; Pedagogy; Sociology; Computer science,0.0,0.0,3.0,False,exact||concepts
broad,10.1007/978-3-031-63783-4_29,"Teaching High–performance Computing Systems – A Case Study with Parallel Programming APIs: MPI, OpenMP and CUDA",2024,Lecture Notes in Computer Science,Conference paper,False,closed,4.0,2.0,2.0,,,,,,,10.0,1.0,CUDA; Computer science; Parallel computing; General-purpose computing on graphics processing units; Computational science,4.0,0.0,10.0,False,context
broad,10.1007/978-3-031-64299-9_2,“I Am Confused! How to Differentiate Between…?” Adaptive Follow-Up Questions Facilitate Tutor Learning with Effective Time-On-Task,2024,Lecture Notes in Computer Science,Conference paper,False,closed,3.0,3.0,3.0,,,,,,,4.0,0.0,TUTOR; Computer science; Task (project management); Artificial intelligence; Human–computer interaction,3.0,0.0,4.0,False,context
broad,10.1007/978-3-031-65038-3_23,Gamification as a Teaching Strategy for Enhancing Math Problem-Solving Skills in AI: A South African Perspective,2024,Studies in Computational Intelligence,Book chapter,False,closed,0.0,0.0,1.0,,,,,,,22.0,0.0,Perspective (graphical); Mathematics education; Computer science; Mathematics; Management science,0.0,0.0,22.0,False,exact|context|concepts
broad,10.1007/978-3-031-65343-8_10,"Testing Anchors, User Experience and Usability Among 4 Game Elements in a Kindy Immersive Augmented Reality Game",2024,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,1.0,0.0,,,,,,13.0,3.0,Usability; Computer science; Human–computer interaction; Augmented reality; Multimedia,0.0,0.0,13.0,False,exact|context
broad,10.1007/978-3-031-65881-5_10,Empowering Visual Programming and Motor Board Instruction in STEAM Education: Integrating Computational Thinking and Scaffolding Learning for Improving Learning Performance and Engagement of Students,2024,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,10.0,0.0,Computer science; Computational thinking; Scaffold; Mathematics education; Human–computer interaction,0.0,0.0,10.0,False,exact|context|concepts
broad,10.1007/978-3-031-65881-5_11,Computational Thinking and Creative Programming Activities Enhance the Information Literacy of Freshmen,2024,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,8.0,0.0,Computer science; Computational thinking; Information literacy; Mathematics education; Programming language,0.0,0.0,8.0,False,exact|context|concepts
broad,10.1007/978-3-031-65881-5_9,Effects of Computational Thinking and Collaborative Project-Based Learning on Student Attitudes Toward Learning: A Design and Implementation Study,2024,Lecture Notes in Computer Science,Conference paper,False,closed,3.0,2.0,3.0,,,,,,,19.0,1.0,Computer science; Computational thinking; Mathematics education; Collaborative learning; Human–computer interaction,3.0,0.0,19.0,False,exact||concepts
broad,10.1007/978-3-031-66398-7_13,Statistical Inferences on Brain Functional Networks Using Graph Theory and Multivariate Wavestrapping: An fNIRS Hyperscanning Illustration,2024,,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,1.0,0.0,Multivariate statistics; Psychology; Functional connectivity; Graph theory; Graph,0.0,0.0,1.0,False,exact
broad,10.1007/978-3-031-67059-6_14,Breaking the Barrier: Education Students’ Persistence in Coding and Robotics Activities,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,7.0,0.0,Persistence (discontinuity); Robotics; Coding (social sciences); Artificial intelligence; Computer science,0.0,0.0,7.0,False,exact|context
broad,10.1007/978-3-031-67059-6_19,Exploring Programming Concepts and Robotic Sensors: How to Organise Them Within Educational Content,2024,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,7.0,0.0,Content (measure theory); Computer science; Human–computer interaction; Multimedia; Mathematics,0.0,0.0,7.0,False,exact|context
broad,10.1007/978-3-031-67307-8,Towards Computational Play Designing Open-Ended Play-Responsive Environments Supporting Computational Thinking in Early Childhood Education and Care,2024,"DESIGN, LEARNING, AND INNOVATION, DLI 2023",Proceedings Paper,False,closed,1.0,1.0,,1.0,,,,,,,,Computer science,1.0,0.0,0.0,False,exact
broad,10.1007/978-3-031-67307-8_11,Towards Computational Play: Designing Open-Ended Play-Responsive Environments Supporting Computational Thinking in Early Childhood Education and Care,2024,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",Conference paper,False,closed,2.0,1.0,1.0,,,,,,,5.0,0.0,Computer science,2.0,0.0,5.0,False,exact
broad,10.1007/978-3-031-67351-1_46,A 3D Visual Programming Language for Tangible Coding in Extended Reality,2024,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,33.0,0.0,Computer science; Coding (social sciences); Human–computer interaction; Cognitive science; Psychology,0.0,0.0,33.0,False,exact|context
broad,10.1007/978-3-031-68282-7_9,Reimagining Engineering Education Through Technology,2025,Lecture Notes in Networks and Systems,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,9.0,0.0,Engineering ethics; Engineering,0.0,0.0,9.0,False,exact
broad,10.1007/978-3-031-71503-7,Liquidity Dynamics and Risk Modeling: Navigating Trading and Investment Portfolios Frontiers with Machine Learning Algorithms,2024,,Book,True,gold,9.0,3.0,3.0,,0.25,5.0,1.0,1.0,,3.0,0.0,Market liquidity; Liquidity risk; Dynamics (music); Business; Economics,9.0,0.25,3.0,True,context
broad,10.1007/978-3-031-71649-2_4,Bridging the Gap: Engaging Girls in Computing Through Physical Technologies,2024,"INNOVATIVE AND INTELLIGENT DIGITAL TECHNOLOGIES; TOWARDS AN INCREASED EFFICIENCY, VOL. 2",Article; Book Chapter,False,closed,1.0,0.0,,0.0,,,,,,7.0,0.0,Bridging (networking); Computer science; Computer security,1.0,0.0,7.0,False,exact
broad,10.1007/978-3-031-71729-1_7,Integrating Robot-Based Resources to Foster Computational Thinking and Communication Skills in EFL Education: A Path Towards Sustainable Development,2025,Communications in Computer and Information Science,Conference paper,False,closed,1.0,1.0,3.0,,,,,,,20.0,3.0,Path (computing); Computer science; Sustainable development; Development (topology); Mathematics education,1.0,0.0,20.0,False,exact|context|concepts
broad,10.1007/978-3-031-72312-4_25,The Impact of Robotic Programming Environments on Computational Thinking with an Effect on Word Reading Fluency and Decoding,2024,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,0.0,1.0,0.0,,,,,,3.0,0.0,Fluency; Computer science; Decoding methods; Reading (process); Word (group theory),1.0,0.0,3.0,False,exact|context
broad,10.1007/978-3-031-72315-5_6,A Picture Is Worth a Thousand Words: Exploring Diagram and Video-Based OOP Exercises to Counter LLM Over-Reliance,2024,Lecture Notes in Computer Science,Conference paper,False,closed,9.0,4.0,5.0,1.0,,,,,,10.0,1.0,Computer science; Diagram; Object-oriented programming; Computer graphics (images); Multimedia,9.0,0.0,10.0,False,exact|context
broad,10.1007/978-3-031-73257-7_1,Solving Bebras-Like Tasks: Approaches for Concept Building,2025,Lecture Notes in Computer Science,Conference paper,True,hybrid,1.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Programming language,1.0,0.0,3.0,True,exact|context
broad,10.1007/978-3-031-73257-7_10,Why Teach About Binary Numbers?,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Binary number; Arithmetic; Mathematics,0.0,0.0,3.0,False,exact
broad,10.1007/978-3-031-73257-7_12,Mathematical Versus Computational Thinking with a Computer in the Background,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,5.0,0.0,Computer science; Computational thinking; Computer graphics (images); Theoretical computer science; Artificial intelligence,0.0,0.0,5.0,False,exact|context|concepts
broad,10.1007/978-3-031-73257-7_13,Computational Thinking Based STEM Art Exhibits,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Computational thinking; Cognitive science; Artificial intelligence; Psychology,0.0,0.0,3.0,False,exact|context|concepts
broad,10.1007/978-3-031-73257-7_14,BeLLE: Detecting National Differences in Computational Thinking and Computer Science Through an International Challenge,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,0.0,,,,,,,6.0,0.0,Computer science; Computational thinking; Data science; Operations research; Management science,1.0,0.0,6.0,False,exact||concepts
broad,10.1007/978-3-031-73257-7_16,Large and Parallel Human Sorting Networks,2025,Lecture Notes in Computer Science,Conference paper,True,hybrid,0.0,0.0,0.0,,2.35,3.0,3.0,3.0,,1.0,0.0,Computer science; Sorting; Parallel computing; Sorting network; Sorting algorithm,0.0,2.35,1.0,True,exact|context
broad,10.1007/978-3-031-73257-7_9,Curricular Choices for Computational Thinking in Large Scale Low Resource Environments,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Computational thinking; Scale (ratio); Resource (disambiguation); Human–computer interaction,0.0,0.0,3.0,False,exact|context|concepts
broad,10.1007/978-3-031-73427-4_29,Bringing Conceptual Knowledge of Biostatistics into the Zone of Proximal Development via Integrated Computing Exercises,2024,"CREATIVE APPROACHES TO TECHNOLOGY-ENHANCED LEARNING FOR THE WORKPLACE AND HIGHER EDUCATION, VOL 2, TLIC 2024",Proceedings Paper,False,closed,0.0,0.0,,0.0,,,,,,0.0,0.0,Biostatistics; Computer science; Knowledge management; Data science; Medicine,0.0,0.0,0.0,False,exact
broad,10.1007/978-3-031-73474-8_12,Teachers’ Motivation to Engage with Students in a Computer Science and Computational Thinking Challenge: Does Motivation Conform to a ‘One-Size-Fits-All’ Model?,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,7.0,0.0,Computer science; Computational thinking; Mathematics education; Human–computer interaction; Artificial intelligence,0.0,0.0,7.0,False,exact|context|concepts
broad,10.1007/978-3-031-73474-8_2,Effect of New Computing Curriculum: Results from Incoming High School Freshmen,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,0.0,,,,,,2.0,0.0,Computer science; Curriculum; Mathematics education; Multimedia; Pedagogy,1.0,0.0,2.0,False,exact|context|concepts
broad,10.1007/978-3-031-73474-8_4,Implementing Informatics Core Curriculum in Early School Education in Poland,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,1.0,1.0,,,,,,2.0,0.0,Computer science; Curriculum; Informatics; Core (optical fiber); Core curriculum,0.0,0.0,2.0,False,exact
broad,10.1007/978-3-031-73474-8_7,A Learning Environment to Promote the Computational Thinker: A Bebras Perspective Evaluation,2025,Lecture Notes in Computer Science,Conference paper,False,closed,2.0,2.0,0.0,1.0,,,,,,5.0,1.0,Perspective (graphical); Computer science; Artificial intelligence; Cognitive science; Management science,2.0,0.0,5.0,False,exact|context
broad,10.1007/978-3-031-73474-8_8,Programming Tasks in the Bebras Challenge: Are They a Good Idea in Terms of the Contestants’ Workload?,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,Computer science; Workload; Human–computer interaction; Operations research; Operating system,0.0,0.0,2.0,False,exact
broad,10.1007/978-3-031-74138-8_34,Generative AI-Enhanced Chatbot Design for Constructionist Gaming,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,0.0,,,,,,10.0,0.0,Computer science; Chatbot; Strict constructionism; Generative grammar; Natural language processing,1.0,0.0,10.0,False,exact
broad,10.1007/978-3-031-75236-0_11,Computational Thinking (CT) Measurement Model Based on Bloom's Taxonomy and the GQM Model,2024,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,1.85,4.0,3.0,3.0,,8.0,1.0,Taxonomy (biology); Bloom; Computer science; Information retrieval; Natural language processing,0.0,1.85,8.0,False,exact|context
broad,10.1007/978-3-031-76516-2_43,Logical-Applicative Computing Based on Type Theory,2024,Studies in Computational Intelligence,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,0.0,0.0,Computer science; Type theory; Type (biology); Theoretical computer science; Artificial intelligence,0.0,0.0,0.0,False,exact
broad,10.1007/978-3-031-77464-5,Artificial Intelligence-Based Games as Novel Holistic Educational Environments to Teach 21st Century Skills,2025,Intelligent Systems Reference Library,Book chapter,True,bronze,,12.0,17.0,,0.5,1.0,1.0,1.0,,51.0,4.0,Mathematics education; Theory of multiple intelligences; Computer science; Psychology; Cognitive science,12.0,0.5,51.0,True,concepts
broad,10.1007/978-3-031-77975-6_5,Review on the Use of Augmented Reality Technology on Computational Thinking Education,2025,Springer Proceedings in Business and Economics,Conference paper,False,closed,1.0,0.0,0.0,0.0,,,,,,6.0,0.0,Augmented reality; Computational thinking; Computer science; Engineering ethics; Human–computer interaction,1.0,0.0,6.0,False,exact|context|concepts
broad,10.1007/978-3-031-78255-8_21,The Effect of Generative Artificial Intelligence on Cognitive Thinking Skills in Higher Education Institutions: A Systematic Literature Review,2025,Communications in Computer and Information Science,Conference paper,False,closed,8.0,6.0,5.0,1.0,,,,,,51.0,1.0,Cognition; Generative grammar; Psychology; Cognitive science; Computer science,8.0,0.0,51.0,False,exact|context
